tid,toi,tfopwg_disp,pl_orbper,pl_tranmid,pl_trandurh
230387153,"2086.01","PC",41.7540004,2459772.4899820,4.4910000
230387153,"2086.02","PC",20.2616550,2459662.4825750,2.9685197
165554103,"2296.01","PC",139.2632286,2458720.2616520,15.5650549
233500935,"2297.01","PC",22.0487750,2459623.7567290,3.8087167
362220495,"2299.01","FA",165.0031583,2458798.4478100,5.0545903
160074939,"230.01","FA",13.3401450,2458366.3297880,4.6111980
280031353,"2300.01","PC",4.8566656,2459445.1930650,2.5858810
280031353,"2300.02","PC",15.4432661,2459646.9619690,3.8493075
283829553,"2301.01","PC",6.0541622,2460414.8410070,4.5920000
144000801,"2302.01","APC",1.3103832,2459063.1407850,1.6240216
197959526,"2303.01","FP",0.7196291,2459061.8854780,1.4747460
70420766,"2304.01","PC",9.4070515,2459063.3082620,2.6715391
232079930,"2305.01","APC",0.9189020,2459062.2902530,1.7819550
147284470,"2306.01","PC",2.9905745,2459064.3142220,2.0941681
270219048,"2307.01","PC",2.6820061,2459062.6120910,1.8238879
234489976,"2308.01","PC",3.8686600,2459063.0213400,2.3101443
269333648,"2529.01","CP",64.5947000,2460734.7356530,8.9430000
322063810,"253.01","PC",3.5104148,2458355.6227890,2.0000000
262843259,"2531.01","PC",8.1484094,2460158.3149000,3.1685870
20579360,"2532.01","PC",16.7224532,2459311.2044450,4.2230000
418012030,"2533.01","PC",6.6857865,2459682.1857850,2.8960000
204698337,"2535.01","PC",16.4452725,2458576.7644810,3.0380000
20299658,"2536.01","PC",31.9919595,2459191.6002970,8.8239957
399967279,"2537.01","CP",94.0997954,2459475.4672430,4.8738442
443115574,"2538.01","PC",2.9103781,2459226.2422400,3.6060000
201508515,"2539.01","PC",0.9855860,2459202.6130250,1.5285482
49687222,"254.01","FA",20.1865390,2458360.0733080,1.8665650
354518617,"2540.01","PC",12.7187255,2458480.9438040,3.1582562
354518617,"2540.02","APC",22.0819969,2459223.1455970,3.0730000
31054498,"2541.01","PC",1.4118418,2459199.0063530,2.7020000
431971818,"2542.01","PC",4.1133928,2459963.8826850,2.7670768
270604417,"2543.01","CP",7.5427509,2459233.3470420,6.4481914
100100827,"185.01","KP",0.9414525,2460205.3533220,2.0500000
149577217,"1850.01","APC",7.3914300,2458931.0355900,1.2520000
378976682,"1851.01","APC",6.0179742,2459688.7511180,1.2780000
219728669,"1852.01","PC",2.3601883,2459690.3426870,2.4550000
73540072,"1853.01","CP",1.2436239,2459690.7434360,1.2110000
157225097,"1854.01","PC",2.5267353,2459667.1017120,2.2654363
81247740,"1855.01","CP",1.3641482,2459690.6378420,0.9520000
224313733,"1856.01","FP",197.0336254,2459517.3387570,7.3380000
180652891,"1857.01","APC",0.7759895,2459663.2191890,1.1350000
424733642,"1858.01","PC",2.0912089,2459691.1222810,1.1440000
229742722,"1859.01","CP",63.4839358,2460503.6870530,5.4570000
279741379,"186.01","CP",35.6134391,2460202.2109880,3.5120000
279741379,"186.02","CP",7.7897726,2460201.8249410,2.3760000
202426247,"1860.01","CP",1.0662082,2460367.1476210,1.1420000
323295479,"1861.01","PC",742.5142746,2458622.9252700,6.5744451
321668398,"1862.01","CP",5.6442112,2459768.4467710,2.9809960
356919658,"1863.01","FP",1.4261100,2458683.8987900,1.7880000
229791084,"1864.01","KP",1.6453265,2459766.5437410,2.5900000
441765914,"2088.01","CP",124.7298700,2459517.9957000,7.2967692
341815197,"2089.01","PC",49.9950015,2459790.2822630,5.1090000
52204645,"209.01","APC",4.3794298,2458325.8848390,1.6639354
233721037,"2090.01","PC",230.9221200,2458715.3336880,15.8602661
219778329,"2091.01","PC",177.2188871,2458742.8747400,5.5590645
393965778,"2092.01","PC",4.3032642,2458740.6682450,2.5737232
402898317,"2093.01","CP",53.8108713,2458751.6240480,4.2655099
356016119,"2094.01","PC",18.7931749,2458691.3193620,1.0988900
235678745,"2095.01","CP",17.6648660,2458692.7997270,2.7644951
235678745,"2095.02","CP",28.1722501,2458704.2902300,3.3983448
142748283,"2096.01","CP",3.1190716,2459601.8461720,1.1585974
142748283,"2096.02","CP",6.3878202,2458687.5382300,1.4551851
279982557,"2097.01","FP",1.7890217,2458712.3930150,1.9190564
230386397,"2099.01","FP",19.5078657,2459626.6703760,4.6030000
328012209,"2309.01","PC",20.2656358,2459044.3330330,6.4172007
204376737,"231.01","KP",3.3610013,2458357.3947440,2.5685869
38467100,"2310.01","PC",2.9432073,2459357.8959030,2.5010000
25139786,"2311.01","APC",1.5933772,2459062.7702010,1.7732569
147425389,"2312.01","PC",3.1856867,2459063.3753300,3.1050115
325468685,"2313.01","PC",1.8905304,2459063.0022350,1.2347831
355446093,"2314.01","PC",15.9375460,2459063.2400330,4.5395335
302333151,"2315.01","APC",1.4407070,2459062.3731490,1.8086852
61980227,"2316.01","FP",3.0958985,2459064.5942920,1.8584684
349488688,"2319.02","KP",11.6207544,2458994.2874560,5.6290584
402026209,"232.01","KP",1.3382314,2458355.1844210,2.1560676
138126035,"2321.01","PC",716.3497402,2458954.3241390,3.6120000
300812741,"2322.01","CP",20.2254946,2459037.4175390,2.2719961
341419787,"2544.01","FP",21.0689935,2459230.8525820,3.7404027
149845414,"2545.01","CP",7.9940367,2458522.5139730,4.2710470
388089437,"2546.01","APC",2.1811989,2459578.5924290,0.4280000
444013020,"2547.01","KP",2.3114203,2459228.7942580,2.7479753
350293646,"2548.01","KP",8.5234958,2459985.3041740,2.4440000
350293646,"2548.02","CP",1.4468993,2459985.3315640,0.7790000
80711765,"2549.01","PC",4.8580501,2459230.2885330,5.7405699
204317710,"255.01","KP",2.8126485,2459090.0833210,2.8737522
294500964,"2550.01","FP",9.0702531,2459966.5720120,1.9063647
6276559,"2551.01","PC",5.4368410,2459244.8057200,2.3350000
31515092,"2552.01","PC",2.3701119,2459230.6933950,1.8215643
238542895,"2553.01","PC",8.3848067,2459232.1319560,4.5181283
144043410,"2554.01","FP",6.2636501,2459230.6616730,5.3639991
155491828,"2555.01","FP",16.0475029,2459233.4962930,3.3340000
468981993,"2556.01","APC",8.0149323,2459966.9625730,4.6198374
269400980,"2557.01","PC",9.8302309,2459238.5585070,4.0164674
207425203,"1865.01","APC",1.2239134,2459742.6638440,1.0370000
400430915,"1866.01","PC",2.1863095,2459797.9001240,3.9576915
400476523,"1867.01","FP",18.1067100,2458700.9737100,4.5620000
230087585,"1868.01","PC",8.8263579,2459940.4093660,3.4318591
299780329,"1869.01","PC",1.6024387,2459362.7427830,1.0090014
260304296,"187.01","APC",0.5125807,2459962.9950910,1.6430775
230375747,"1870.01","PC",2.7633917,2459694.2092140,3.5061663
233503636,"1871.01","FP",3.4061200,2458685.8218700,1.7140000
229490898,"1872.01","PC",2.2349708,2459765.1963160,2.0160000
328933398,"1873.01","PC",24.9341884,2459753.6850260,4.9640000
328933398,"1873.02","PC",900.1930987,2458848.6387670,6.3963069
328933398,"1873.03","PC",7.0056805,2459583.7082870,3.3182125
232641326,"1874.01","APC",17.8683999,2459756.8642890,5.6386950
233047097,"1875.01","PC",11.3091849,2459857.0868570,1.7130000
233078665,"1876.01","PC",6.4827647,2459945.3497970,2.2930359
233497719,"1877.01","FP",3.8015910,2460534.0673630,2.7520000
219762508,"1878.01","PC",3.2351013,2459911.9077280,0.9645922
141608198,"210.01","PC",9.0105414,2459338.9931200,1.8443264
219436394,"2100.01","PC",23.6573994,2459605.6402360,2.3087780
165527918,"2101.01","PC",9.0753271,2458690.4168000,3.6156842
289590465,"2102.01","PC",6.7060238,2458687.5837840,1.6782365
160491359,"2103.01","PC",2.6620728,2459663.7467390,1.7235054
160491359,"2103.02","PC",20.2926468,2458697.6824020,3.7402567
367630162,"2104.01","PC",3.2723118,2460336.1607550,1.8150000
367630162,"2104.02","PC",5.9043690,2460329.8706320,2.6530000
367630162,"2104.03","PC",15.1808746,2460335.8847860,2.8080000
367630162,"2104.04","PC",1.9803146,2460336.9436270,1.6600000
367630162,"2104.05","PC",9.5611100,2458687.7943210,3.0128111
156199502,"2105.01","PC",15.9152686,2459422.2726650,1.1393111
393911494,"2106.01","FP",0.6332593,2458899.8617020,0.8622011
446549906,"2107.01","CP",2.4545700,2458654.6146700,2.3900000
347538174,"2108.01","APC",6.8019625,2459719.3801980,2.9121651
300812741,"2322.02","CP",11.3071786,2460160.4513370,2.8240000
293527670,"2323.01","FP",0.9865600,2459086.6098200,0.7240000
69819610,"2324.01","PC",1.0371672,2460933.0327380,2.8975230
152800085,"2325.01","APC",4.2699100,2460155.1460470,1.5090000
175456679,"2326.01","PC",58.9970907,2460201.3340150,5.7220000
177308364,"2327.01","PC",82.7899763,2458396.5377310,5.8475847
394287035,"2328.01","CP",17.1019622,2459356.6076470,3.3570000
238920875,"2329.01","PC",6.5346715,2459966.2653040,3.3040000
415969908,"233.01","PC",11.6700285,2458365.2614510,2.0534143
415969908,"233.02","PC",7.2011383,2458359.4714370,2.1444681
180991313,"2330.01","KP",2.2088214,2459329.3080100,2.5440000
168751223,"2331.01","PC",4.7150942,2459167.3349110,2.4360000
286000547,"2332.01","PC",7.4972297,2459273.7593200,3.5890000
358579111,"2333.01","PC",14.2197641,2459169.2980950,6.4160000
200743403,"2334.01","PC",7.9980831,2459169.1244500,3.0470000
160003961,"2335.01","APC",1.4492052,2459169.5029150,1.1040000
88902249,"2336.01","CP",7.7119842,2460083.9765480,4.0580000
230001847,"2337.01","CP",2.9942630,2459769.9811020,6.9172309
283307274,"2558.01","PC",17.7859152,2459233.1276090,4.2520718
441453629,"2559.01","PC",4.2002507,2459060.0818760,2.6270000
92226327,"256.01","KP",24.7373412,2458399.9286430,2.0690510
92226327,"256.02","KP",3.7779418,2459141.1004880,1.4759325
441155146,"2560.01","PC",3.5511203,2458348.9189970,2.6340000
422385684,"2561.01","PC",2.7754004,2459852.0461810,3.1420000
420177051,"2562.01","PC",4.0483695,2459770.7387170,2.8960000
387409975,"2563.01","PC",5.0182311,2459828.8022980,2.3010000
334482103,"2564.01","PC",3.7257237,2459501.9396740,2.3816200
321086563,"2565.01","PC",3.9704457,2459966.2574720,3.7793044
284679064,"2566.01","PC",4.2102425,2459609.3783830,2.9567547
258920431,"2567.01","CP",5.9839451,2459390.7528600,5.3886513
257067559,"2568.01","PC",3.4843271,2459251.5839460,3.5220000
248655556,"2569.01","PC",13.1147744,2459174.6596750,4.3180000
200723869,"257.01","CP",18.3877081,2459121.2700860,6.4051530
239816546,"2570.01","CP",2.9887654,2459500.7410020,2.9847247
239638934,"2571.01","FP",6.0027375,2458760.8182320,4.1640000
243335710,"1879.01","PC",13.7045951,2459703.2899210,5.8535412
280830734,"188.01","APC",1.1619531,2458325.7753090,0.9592600
359357695,"1880.01","PC",1.7263781,2459333.8982750,1.7874582
59859387,"1881.01","FP",1.1203828,2459987.2073870,1.6650000
396368313,"1882.01","PC",3.0898836,2459334.4467180,1.7898868
348755728,"1883.01","CP",4.5063838,2459256.8465530,2.0392007
219879302,"1884.01","PC",6.7822781,2458928.3396000,2.6460451
258510872,"1885.01","CP",6.5440665,2459736.9995440,3.7770000
403136415,"1886.01","PC",2.5128483,2459062.6396150,2.5536063
229586455,"1887.01","PC",2.2001583,2459884.2695220,1.7564486
459997997,"1888.01","FP",5.5474850,2459328.0327320,5.4120000
139771134,"1889.01","APC",0.9134495,2459036.7329430,0.9674236
278866211,"189.01","FP",2.1940616,2460876.8579960,1.1555573
288636599,"1890.01","PC",19.9676936,2459884.0736610,6.2804930
139198430,"1891.01","APC",15.3617729,2460176.5041880,1.7450000
63698669,"1892.01","PC",1837.8897313,2458364.6294870,5.1231542
392476080,"2109.01","CP",0.6724900,2458984.3888800,1.8010000
300293197,"211.01","APC",6.5638575,2458329.2563270,1.7124147
394029948,"2110.01","FA",32.7663900,2458687.5550900,6.0890000
356235833,"2111.01","FP",1.2680452,2460479.4209500,1.0270000
427320001,"2112.01","PC",14.0120582,2459729.8045530,5.9348633
427320001,"2112.02","PC",155.8237000,2459856.0066240,10.6418460
1400212743,"2113.01","FP",5.2461200,2458984.2239800,4.1940000
9828416,"2114.01","PC",6.2099619,2460476.6615980,4.4900000
54464870,"2115.01","FP",3.6944323,2460447.7948030,4.9150000
422838133,"2116.01","FP",5.3089937,2460644.0609800,5.8760000
279212407,"2117.01","FP",28.6620782,2458971.4186300,4.3510000
17416749,"2118.01","FP",2.3448300,2458956.5689400,1.4170000
236387002,"2119.01","CP",7.2008611,2460442.0551860,2.0300000
206609630,"212.01","APC",0.3352715,2458325.4903440,0.7189856
389900760,"2120.01","CP",5.7998189,2458795.8228740,1.0143740
88996391,"2121.01","APC",2.3195654,2459718.9874400,2.0259086
311408969,"2122.01","KP",3.5852284,2459767.5259340,3.0197224
24358417,"2338.01","CP",22.6539607,2459183.6806800,3.4680000
279514271,"2339.01","PC",9.7728388,2459964.3354110,7.4907772
12423815,"234.01","PC",2.8392793,2458356.0877150,1.4011791
29959761,"2340.01","FP",1.6471574,2459169.7498930,1.0330000
100267480,"2341.01","FP",0.8774100,2458681.7514500,0.4720000
100589632,"2342.01","FP",3.9471567,2459221.1015510,1.6990000
166834768,"2343.01","PC",3.2553185,2459169.6769860,2.0610000
311179742,"2344.01","PC",8.3129806,2459380.7431640,4.1710000
91555165,"2345.01","CP",1.0526157,2459116.7315750,1.5288415
91555165,"2345.02","CP",42.1289893,2459120.2996700,4.6130523
317483660,"2346.01","PC",3.3311975,2459224.0558850,3.7050000
301343785,"2347.01","APC",1.1736318,2459169.7387160,1.3970000
317019074,"2348.01","PC",1.2043785,2459225.4396880,1.0470000
405452527,"2349.01","APC",11.5738497,2459997.9133550,6.6560000
280095254,"235.01","PC",10.0902590,2458357.2838350,1.7502645
47601197,"2350.01","PC",8.6251769,2458476.5887850,2.7040000
47601197,"2350.02","PC",4.8714085,2458480.3588480,2.6430000
290036495,"2351.01","APC",5.2524809,2459552.6752850,2.0606876
234489133,"2572.01","PC",3.5985851,2459247.4331220,4.0150000
160037058,"2573.01","PC",4.5815438,2459080.8778190,3.3670000
159332859,"2574.01","PC",4.4817684,2459760.3986970,2.1860000
142784687,"2575.01","PC",3.1711207,2459603.6503280,3.6276575
115453244,"2576.01","PC",3.8229149,2459544.2384080,3.1710000
112316665,"2577.01","PC",3.7494409,2459252.5215480,2.4520000
104986789,"2578.01","PC",3.4580018,2459911.4801000,2.6231719
103751498,"2579.01","KP",3.7146478,2459600.1173190,3.8350000
350445771,"258.01","FP",3.1901569,2458326.8042710,1.8262867
102713734,"2580.01","CP",3.3978620,2458839.4532570,4.5020000
37862966,"2581.01","PC",3.5838508,2459192.5436480,3.0850000
21279791,"2582.01","PC",3.0183134,2459772.2862160,2.7800000
7548817,"2583.01","CP",4.5207400,2459735.8960930,4.1750000
458641144,"2584.01","PC",4.6965638,2459245.2948000,3.0560000
62530991,"2585.01","FP",4.0266483,2459986.9422140,2.3120000
458647887,"2586.01","PC",9.5835608,2459242.4102110,2.4050000
68007716,"2587.01","CP",5.4566563,2459244.7522320,3.7830000
284418751,"2588.01","PC",3.5871580,2459962.8509220,1.2300000
280865159,"1894.01","PC",739.2389832,2458387.0729710,19.1259714
384159646,"1895.01","PC",748.0739416,2459362.9343190,5.0652033
420645189,"1897.01","FP",48.5340395,2459000.9999180,6.6610000
420645189,"1897.02","FP",48.5338626,2458837.4766980,6.1370000
91987762,"1898.01","CP",45.5221456,2459531.5640330,4.3839392
172370679,"1899.01","CP",29.0902271,2459439.2152540,4.6769826
166739520,"190.01","KP",10.0205981,2458357.5718110,5.8508462
178879588,"1900.01","KP",3.0566277,2459145.4680040,2.3926375
19684256,"1901.01","KP",1.3666563,2459278.3120880,1.9670000
272212970,"1902.01","KP",1.6091845,2459332.0428450,1.6300000
77156657,"1903.01","KP",3.8404319,2459196.5721510,5.2420000
272213425,"1904.01","KP",4.3247708,2459327.6225930,4.2670000
429302040,"1905.01","KP",5.7222600,2458574.1419400,2.6480000
308098254,"1906.01","KP",9.6246665,2459299.0767400,4.2970000
453789494,"1907.01","KP",5.4774433,2459354.6938990,5.2770000
105840719,"2123.01","PC",10.3088514,2458990.8157760,3.8012836
159742538,"2124.01","KP",3.5539283,2459767.9271560,3.6341388
116242971,"2125.01","KP",5.0316347,2460505.1712140,5.2650000
116264089,"2126.01","KP",1.3061880,2459391.0635020,1.4177746
21744120,"2127.01","KP",5.5080682,2458983.7449920,2.6399995
21832928,"2128.01","CP",16.3413889,2458987.2663540,5.3764481
101721385,"2129.01","KP",4.6276640,2459762.1003360,2.3060000
234345288,"213.01","PC",23.5199045,2460177.8872190,3.2220000
234345288,"213.02","PC",7.7565534,2458328.4427590,2.4341043
320798691,"2130.01","KP",5.0052605,2459010.8277280,4.9057646
27848472,"2131.01","KP",1.8468345,2460338.1360340,2.5650000
358516596,"2132.01","KP",3.2440454,2459391.1541840,3.6774272
39200363,"2133.01","PC",3.8266587,2458985.8828280,2.0605848
75878355,"2134.01","CP",9.2292078,2460496.5909630,2.8170000
75878355,"2134.02","CP",95.8531625,2460485.7943800,5.0240000
76419763,"2135.01","KP",2.7884723,2459414.3947420,2.9462464
32925763,"2352.01","PC",1.6804461,2459226.2797370,1.0990000
177079323,"2353.01","PC",5.7517969,2458544.4878020,3.0489623
219766989,"2354.01","FP",0.5109902,2459332.1528740,0.7090000
124515764,"2355.01","PC",1.2709769,2459332.1746140,2.3350000
30947715,"2356.01","PC",3.6627500,2458489.4050400,3.0960000
124206468,"2357.01","PC",7.0924883,2459329.7322810,2.8690000
124095888,"2358.01","FP",1.1258127,2459331.1957560,0.3740000
436102447,"2359.01","PC",5.1858000,2458486.3926600,7.1910000
9727392,"236.01","FP",4.5344510,2458355.3257110,4.9363910
31656385,"2360.01","FP",22.8451800,2459073.9956200,7.2150000
204671232,"2361.01","PC",8.7154600,2458595.2089100,3.9340000
302924206,"2362.01","PC",6.9444047,2460157.9211150,2.7056073
445456888,"2363.01","PC",5.5436298,2459968.0155420,3.8790000
39414571,"2364.01","CP",4.0197555,2459227.0444470,2.6880000
344085117,"2365.01","FP",0.6597520,2459962.9204170,0.6731474
39218269,"2366.01","APC",17.1869882,2459224.9667180,3.8450000
441159680,"2367.01","PC",5.7498400,2459084.7867600,3.7340000
401125028,"2368.01","CP",5.1750108,2459990.6468840,2.0076562
157698565,"2589.01","CP",61.6277000,2459973.6400120,6.4010000
12862099,"259.01","KP",2.4238226,2458386.5781180,2.2484015
234832821,"2590.01","PC",0.7460577,2459226.4582350,1.7540000
229285649,"2591.01","FP",8.4930270,2459544.8817960,3.7330000
284122875,"2592.01","PC",3.4559382,2459226.2151730,4.2100000
258983679,"2593.01","PC",1.4711386,2459226.3800170,1.6770000
229167359,"2594.01","PC",2.6828140,2459227.0180660,0.9870000
151284882,"2595.01","APC",3.8174210,2459547.6085030,2.4700000
37089434,"2596.01","APC",16.2709828,2459220.2867780,1.8350000
220139435,"2597.01","PC",3.6039259,2459221.2812980,3.7370000
12036590,"2598.01","FP",5.7343600,2459226.8011690,1.1460000
235333495,"2599.01","PC",4.1554362,2459219.6256830,6.0880000
37749396,"260.01","CP",13.4758478,2458392.2940180,2.0643913
234160911,"2600.01","PC",5.3376282,2459216.7498790,2.1430000
456844391,"2601.01","PC",6.0210332,2459246.2087800,2.2110000
191928543,"2602.01","APC",7.2340640,2459991.0625330,6.0205683
176772671,"2603.01","FP",1.3326579,2460719.0730710,1.5960595
189625051,"2604.01","KP",4.9088819,2460720.0747830,5.5607357
37718056,"1908.01","KP",3.6568800,2458384.0939200,3.5420000
232038798,"1909.01","KP",4.1536624,2459252.1384470,1.7020000
183532609,"191.01","KP",8.1587261,2460202.7927140,4.2880000
437261733,"1910.01","KP",5.4161129,2459296.2227910,3.3850000
44745133,"1911.01","KP",7.8181434,2459166.2977720,4.9800000
50712784,"1912.01","KP",5.4053583,2459249.0356760,4.8590000
53458803,"1913.01","KP",3.3489038,2459252.2580360,3.3546298
53750200,"1914.01","KP",4.1933422,2459232.2444950,1.8220996
98283926,"1915.01","KP",2.2920348,2459253.2484630,3.1812507
98545929,"1916.01","KP",1.8882310,2459251.4057580,3.6693894
339522221,"1917.01","KP",1.8206900,2458655.2976800,3.0490000
308425348,"1918.01","FP",3.3982900,2458571.7908000,2.6340000
102192004,"1919.01","KP",4.2337078,2459328.7612160,2.0080000
183537452,"192.01","KP",3.9227113,2460929.7137860,2.6326626
363851359,"1920.01","KP",2.5441537,2459331.9535600,2.1280000
112099249,"1921.01","KP",5.1795800,2458604.1708400,4.5240000
112604564,"1922.01","KP",4.5768651,2459233.3168140,3.5592795
114299824,"1923.01","KP",4.2042078,2459229.3377070,2.1240000
336128819,"2136.01","CP",7.8519082,2459394.5937260,1.6318726
23059280,"2137.01","APC",14.1502269,2459393.0847700,3.8264451
336267424,"2138.01","FP",1.4821845,2458684.2219590,2.5956827
308172249,"2139.01","KP",1.4013784,2459768.6535900,1.7042715
167415965,"214.01","PC",18.5537012,2460154.9455420,3.4380000
167415965,"214.02","PC",9.6959610,2460174.7096580,2.7720000
399860444,"2140.01","KP",2.4706114,2459012.5109630,1.7944860
287256467,"2141.01","CP",18.2616878,2460453.4322360,3.4340000
44313455,"2142.01","PC",9.3004351,2459014.8355420,2.3510062
103195323,"2143.01","PC",5.5899401,2460470.9926660,5.0320000
428988981,"2144.01","PC",37.3415931,2460584.0292690,5.3510000
88992642,"2145.01","CP",10.2611329,2460470.3618270,7.3690000
158916431,"2146.01","FP",5.8924856,2459765.0398680,3.1340000
341630071,"2147.01","PC",26.2049782,2459599.1768070,5.8635323
233569098,"2148.01","FP",23.4852200,2458693.4232800,3.5460000
1716467085,"2149.01","PC",0.5842495,2460367.2275860,0.5590000
231912935,"215.01","PC",26.2851404,2458334.3969780,2.7692779
220068921,"2369.01","PC",3.3637600,2458489.4383900,3.4180000
305048087,"237.01","CP",5.4361667,2458355.2417530,1.5419673
347357977,"2370.01","PC",12.6826724,2459262.5124180,3.8270000
432132155,"2371.01","PC",4.8984239,2459275.4951260,3.7520000
189620016,"2372.01","FP",1.1792344,2459989.4544930,1.7572263
332558858,"2373.01","CP",13.3368173,2459168.5071000,4.3840000
439366538,"2374.01","CP",4.3135917,2459064.1956320,2.3769581
164150537,"2375.01","PC",6.1600755,2459850.5413560,1.8080000
326522874,"2376.01","PC",3.1821969,2459091.1684240,3.0676639
146165619,"2377.01","APC",1.6766686,2459088.7876000,1.1189151
231063955,"2378.01","PC",3.4972769,2459090.7459610,2.0988025
201177276,"2379.01","CP",5.4693888,2459062.4642980,1.8076781
9006668,"238.01","CP",1.2730965,2460205.7479920,1.4800000
176220787,"2380.01","KP",5.2153618,2459092.5242570,5.5895721
39080923,"2381.01","PC",5.0451188,2459039.7519510,1.8549863
2760219,"2382.01","PC",4.6612025,2459089.6068130,2.1408549
146776480,"2605.01","APC",20.6006151,2459978.5937360,1.4716288
355800238,"2606.01","PC",1.4509175,2459330.6836490,1.1230000
149539158,"2607.01","FA",2.2338786,2459256.9707860,3.0400001
269850928,"2608.01","PC",4.7246650,2459965.8293290,4.3082924
308883808,"2609.01","APC",1.1645141,2459988.5342000,1.6482210
63898957,"261.01","CP",3.3639254,2458383.9156240,3.3430495
63898957,"261.02","CP",13.0393586,2458389.7271850,4.9218325
268914377,"2610.01","FP",2.1538959,2459229.7164780,2.1776943
234282389,"2611.01","FA",0.7320175,2458352.4849220,2.5770000
149572298,"2612.01","PC",13.3572104,2459379.0180870,4.9470000
52315301,"2613.01","PC",15.2010859,2460155.2182170,8.2467072
263075864,"2614.01","PC",4.8103214,2459037.5894010,3.1996589
38965512,"2615.01","PC",2.2687617,2460156.1761690,2.8345420
273850708,"2616.01","PC",1.8531628,2460154.9155720,2.0190000
260537454,"2617.01","PC",6.3187442,2459387.5942500,3.5040000
231076038,"2618.01","PC",8.2500143,2459382.7833010,3.3170000
31943299,"2619.01","PC",12.4724734,2459331.0348650,3.6490000
371443216,"1924.01","KP",2.8240691,2459358.6885060,3.8080000
118956453,"1925.01","KP",2.3447752,2459279.6023930,1.8140000
143143769,"1926.01","KP",1.3372349,2459175.3725530,1.7026098
14344979,"1927.01","KP",4.1117731,2459255.8604530,2.1575648
207077681,"1928.01","KP",2.2785750,2459061.9445770,2.1598250
157266693,"1929.01","KP",3.8537616,2459329.3574030,3.3920000
183985250,"193.01","CP",0.7920645,2460933.1758390,0.3656119
160578764,"1930.01","KP",2.8786641,2459355.4881080,2.2070000
162922904,"1931.01","KP",3.8186276,2459331.4317650,4.2820000
386259537,"1932.01","KP",5.6107737,2459228.9372030,6.3384834
172598832,"1933.01","KP",3.2633165,2459201.9757980,5.2814337
125739286,"1934.01","KP",4.5111234,2459351.5530030,4.5250000
176685457,"1935.01","KP",4.4352884,2459272.9475390,1.8900000
178289267,"1936.01","KP",2.3506186,2459167.7111020,2.3690000
268301217,"1937.01","CP",0.9466787,2459989.0415170,1.0900000
128449971,"1938.01","APC",12.7060866,2459346.0734960,2.4782523
325172035,"1939.01","FP",2.8970202,2459308.6128470,4.1502336
230267547,"2150.01","FP",2.2263798,2459768.2691020,2.8630000
23389848,"2151.01","FP",15.6464300,2459014.3685400,7.7500000
395393265,"2152.01","CP",3.3772835,2459883.4418470,3.6434514
406855039,"2153.01","FP",2.7180835,2459391.9519720,6.1842922
428787891,"2154.01","CP",3.8240826,2459768.1027610,2.5172521
461591646,"2155.01","CP",3.7246883,2459913.9839940,3.0780000
258402425,"2156.01","FP",0.6755400,2459011.0503500,0.9220000
298495970,"2157.01","FP",8.4249043,2459764.1100520,2.3110000
342642208,"2158.01","CP",8.6007557,2459758.5863120,3.3040000
270515566,"2159.01","APC",10.0509704,2459755.8984010,6.1290000
55652896,"216.01","CP",34.5059318,2458331.4885630,3.8206653
55652896,"216.02","CP",17.3890454,2459340.9047190,2.6516541
284477310,"2160.01","PC",2.2390502,2459688.4642870,1.6400000
366563452,"2161.01","FP",1.5873866,2459767.1609080,1.5100000
284564230,"2162.01","FP",12.9773004,2460656.8161060,4.3910000
43429656,"2163.01","PC",5.2132496,2460474.9566120,3.7650000
49967354,"2164.01","FP",1.0933300,2459010.8611200,1.9750000
73560357,"2165.01","APC",0.9499997,2459417.6446160,2.5440000
20897611,"2383.01","APC",3.1353643,2460927.1028080,1.2230703
382602147,"2384.01","CP",2.1357026,2459062.3416300,1.9116457
231850364,"2385.01","PC",3.1581288,2459063.9746990,2.3951941
32487566,"2386.01","KP",2.7567395,2459090.3831070,2.3808565
237885040,"2387.01","APC",5.6601098,2459063.2294470,1.5377473
382625239,"2388.01","PC",1.3442724,2458355.2677850,4.6777347
89544985,"2389.01","PC",2.3372423,2459089.0466830,1.4487311
9725627,"239.01","KP",4.1567834,2458356.9622280,3.9413609
369965258,"2390.01","PC",2.1192866,2459063.9283350,1.5061152
299897516,"2391.01","PC",7.8369842,2459064.3376660,6.8077198
149349867,"2392.01","PC",5.9123675,2460196.6922980,4.6720000
149349867,"2392.02","PC",3.4072141,2460201.2859990,3.8920000
149349867,"2392.03","PC",9.1696498,2459038.6137550,4.9227951
231071138,"2393.01","PC",18.8418400,2459128.4296600,3.1840000
144297844,"2394.01","PC",3.4978002,2459551.8908280,2.1386761
144124187,"2395.01","PC",7.8686762,2460014.6038480,4.0228111
70513361,"262.01","CP",11.1452784,2459136.5762580,1.3947705
394346647,"2620.01","PC",10.3558635,2459370.1566050,3.5480000
388202128,"2621.01","PC",2.4125012,2459387.7724770,1.2090000
382259755,"2622.01","PC",1.2207037,2459199.8040710,2.1860000
403288821,"2623.01","FP",0.5474737,2459085.6117850,1.7890000
349410350,"2624.01","PC",3.0235362,2459384.3561790,2.1890000
308396509,"2625.01","PC",2.1481182,2459963.1481070,3.9313069
300604770,"2626.01","PC",3.4562767,2459963.8945980,2.3613816
262829328,"2627.01","PC",1.0649771,2460882.4024840,1.5097494
