tid,toi,tfopwg_disp,pl_orbper,pl_tranmid,pl_trandurh
304021498,"1031.01","FP",5.6526230,2459304.8379390,3.4340000
146589986,"1032.01","PC",5.6643704,2459283.8286850,3.8087395
149601557,"1033.01","FP",29.0161646,2460717.3985800,5.3450000
400595342,"1034.01","FP",3.6404389,2460768.6174270,2.5339234
361413119,"1035.01","PC",6.0744477,2459286.8726050,2.4954821
146172354,"1036.01","PC",3.7795212,2460037.1722730,2.9520000
363260203,"1037.01","FP",1.2025238,2459331.1245120,1.9910000
90544017,"1038.01","FP",3.2235985,2459273.3716430,2.1590000
461867584,"1039.01","APC",4.4201250,2460031.2166000,3.9560000
231670397,"104.01","KP",4.0872956,2460150.6086770,5.5861130
310483807,"1040.01","FP",2.5555500,2460756.1297890,1.5660000
385624852,"1041.01","FP",8.3079200,2459261.8012160,3.2280000
360286627,"1042.01","FP",0.7580820,2459281.3379560,1.8184632
90448944,"1043.01","FP",1.4415577,2459985.7704250,2.3490000
463402815,"1044.01","PC",1.0085089,2460037.1946720,1.6420000
54044474,"1045.01","FP",3.7039994,2459301.5441260,4.2770000
309787037,"1046.01","FP",1.3042553,2460177.8671950,1.7060000
370745311,"1047.01","FP",0.6262700,2458544.7906100,0.6660000
384549882,"1048.01","FP",0.3041200,2458518.3760000,0.7480000
16288184,"1049.01","KP",2.1805333,2458626.8015460,2.9443745
144065872,"105.01","KP",2.1846669,2459084.5850100,2.8652800
66818296,"1050.01","KP",3.7354838,2459355.5456300,4.1420000
259863352,"1051.01","FA",21.7016690,2458657.7366250,8.2676424
317060587,"1052.01","CP",9.1398040,2458332.9412290,3.0912936
112395568,"1053.01","FP",5.7426250,2458657.9991790,2.8602930
366989877,"1054.01","CP",15.5077855,2460122.7001390,4.5650000
320004517,"1055.01","CP",17.4713078,2458661.0627110,4.4284819
421894914,"1056.01","PC",5.3079507,2458326.0624240,3.2158594
323132914,"1057.01","PC",51.1701501,2458607.3509010,6.6641048
31553893,"1058.01","PC",11.1296441,2458663.0231290,7.0473822
380783252,"1059.01","PC",9.4496506,2460106.3375190,2.0210000
38846515,"106.01","KP",2.8493827,2460988.0682490,3.5488880
101230735,"1060.01","APC",2.0685633,2460149.5362260,0.3730000
253990973,"1061.01","FP",0.5409330,2458654.2532490,1.6743370
299799658,"1062.01","CP",4.1150576,2460177.2004290,1.0800000
406976746,"1063.01","PC",10.0665238,2458629.3916810,2.4023189
79748331,"1064.01","CP",6.4438657,2458656.6684780,1.9309449
79748331,"1064.02","CP",12.2265595,2458664.4901320,2.1904379
7088246,"1065.01","KP",2.1603440,2458654.3479940,1.8288540
201604954,"1066.01","KP",4.6061840,2458657.8325370,3.1216430
201642601,"1067.01","KP",3.1316735,2458656.9878740,2.4579197
6663331,"1068.01","KP",3.1803620,2458656.6332310,2.1115210
31858843,"1069.01","KP",2.9776446,2460147.3787640,2.9620000
92352620,"107.01","KP",3.9502008,2460176.9933340,4.4440000
31858844,"1070.01","FP",2.9776152,2458655.5792410,3.2569700
120247528,"1071.01","KP",3.5544026,2458655.3940590,2.0550535
140830390,"1072.01","FP",12.8379689,2459211.7321460,9.8464123
158297421,"1073.01","CP",3.9228016,2459036.4728120,1.8736007
327301957,"1074.01","PC",13.9428705,2458662.6526850,3.7522756
351601843,"1075.01","CP",0.6047392,2458654.2495030,1.0403847
360742636,"1076.01","KP",2.5495611,2458654.1632570,2.6173308
369960846,"1077.01","PC",1.6062693,2458654.1027390,1.9561305
50365310,"1000.01","FP",2.1713484,2459229.6300460,2.0172196
88863718,"1001.01","PC",1.9316462,2459987.9488730,3.1660000
124709665,"1002.01","FP",1.8675574,2459224.6878020,1.4080000
106997505,"1003.01","FP",2.7432300,2458493.3957000,3.1670000
238597883,"1004.01","FP",3.5730141,2459987.0472620,3.3700000
169904935,"1005.01","FP",4.5505945,2459985.1568550,2.6540000
156115721,"1006.01","FP",2.5047918,2459229.9845790,4.3797563
65212867,"1007.01","PC",6.9989206,2459247.9306950,3.9530000
440801822,"1008.01","FP",2.0483755,2460258.2361220,2.7670000
107782586,"1009.01","PC",1.9600277,2459229.2309240,2.0065257
231663901,"101.01","KP",1.4303699,2458326.0091170,1.6165994
139853601,"1010.01","FP",0.6808702,2459228.8781010,2.4634563
114018671,"1011.01","PC",2.4705036,2460715.8988930,2.3513472
427508467,"1012.01","APC",0.8841820,2459252.5095950,1.6210000
97700520,"1013.01","FP",5.4255548,2459232.2483220,3.9637474
96246348,"1014.01","FP",1.4095184,2459985.6570410,0.9484999
155044736,"1015.01","FP",1.3730466,2459963.6100650,2.5708515
175310067,"1016.01","FP",12.6889415,2459238.8311380,7.9201001
182943944,"1017.01","FP",1.1042200,2458518.9653600,2.3700000
291555748,"1018.01","FP",4.9591200,2458492.7807800,2.5090000
341420329,"1019.01","PC",5.2341008,2459232.4468640,3.7078139
149603524,"102.01","KP",4.4119378,2460187.9165710,3.6500000
140706664,"1020.01","FP",3.2889200,2458521.2910800,3.7930000
143994283,"1021.01","FP",1.9087900,2458492.9042900,1.9090000
47384844,"1022.01","FA",3.0957400,2458547.4480000,4.4750000
238374636,"1023.01","FP",1.3214483,2459303.3039690,3.4350000
141482386,"1024.01","FP",18.0157000,2458339.7227600,2.5240000
297967252,"1025.01","FP",9.6837908,2460733.6866880,1.6988586
388624270,"1026.01","FP",14.2628757,2460720.8076740,6.9350494
20318757,"1027.01","PC",3.2834565,2460037.8690500,1.5370000
20318757,"1027.02","PC",11.0287500,2460032.5332500,2.7150000
20318757,"1027.03","PC",5.0113292,2460032.5730400,1.0240000
447283466,"1028.01","FP",1.0160600,2458544.4806600,2.8430000
374908020,"1029.01","FP",36.2221400,2458365.8931300,5.1070000
336732616,"103.01","KP",3.5478540,2458327.2525600,3.4943330
464296022,"1030.01","FP",12.1246519,2460054.7839370,4.6120000
295599256,"1108.01","FP",7.1438600,2458655.5487200,1.4670000
50309953,"1109.01","FP",7.0408300,2459083.3516800,2.9790000
355703913,"111.01","KP",2.1061569,2458326.1054860,1.4688934
446549905,"1110.01","FP",2.4545635,2460146.9901360,2.3210000
412014494,"1111.01","FP",11.4756978,2460131.8898050,0.8080000
369864738,"1112.01","FP",2.7818600,2458626.5416800,2.4560000
290348382,"1113.01","FP",6.4410082,2460140.2212050,1.7980000
409934330,"1114.01","APC",2.4887726,2460148.6161950,2.6320000
379286801,"1115.01","APC",4.4519900,2458658.3274700,2.1090000
304100538,"1116.01","PC",5.0100708,2458325.6619060,2.0644756
295541511,"1117.01","PC",2.2281625,2459386.9638140,2.0150000
90919952,"1118.01","FP",4.1381200,2458660.1631600,3.9110000
261369656,"1119.01","APC",10.9566300,2458666.5219900,3.5880000
388104525,"112.01","KP",2.4997996,2460069.7736460,2.8651710
143257766,"1120.01","FP",1.6622600,2458656.4508200,3.3210000
24094603,"1121.01","FP",4.0761100,2458658.6105200,2.0620000
304774444,"1122.01","FP",3.6245513,2460115.8525740,3.0420000
469782185,"1123.01","APC",1.2092800,2458658.0408700,1.8860000
128790976,"1124.01","APC",3.5187707,2460149.3917580,2.4080000
80166433,"1125.01","PC",0.7724825,2459036.4950910,1.3744974
405862830,"1126.01","FP",1.6268695,2460122.4321080,3.2310000
269450900,"1127.01","FP",2.3243900,2458657.6307300,4.4530000
425721385,"1128.01","FP",13.5499000,2458663.1524500,1.7950000
91576611,"1129.01","FP",4.4365100,2458659.0692700,3.3650000
97409519,"113.01","KP",3.3728770,2458327.0530850,2.6342600
254113311,"1130.01","CP",8.3499800,2460144.1371220,1.8360000
254113311,"1130.02","CP",4.0686405,2460126.9242640,1.8373729
198213332,"1131.01","PC",0.5860366,2458711.5954350,0.8098934
267489265,"1132.01","FP",1.5502952,2460351.8001690,2.9380000
69997672,"1133.01","FP",1.8070900,2458684.2349000,3.2970000
122220263,"1134.01","FP",18.6922101,2460333.4379830,7.7650000
154872375,"1135.01","CP",8.0277326,2460658.9742600,4.2840000
142276270,"1136.01","CP",12.5187279,2459612.4476910,5.3800000
142276270,"1136.02","CP",6.2586065,2460366.0265140,3.2010000
142276270,"1136.03","CP",26.3208756,2459594.1834630,4.4140000
142276270,"1136.04","CP",18.7955470,2458697.7558070,4.3425576
89389197,"1137.01","PC",1.3206356,2459770.2406020,1.6000996
370133522,"1078.01","CP",0.5182425,2458654.1033200,0.8565249
379240073,"1079.01","PC",3.1644075,2458656.3803570,2.0576293
289793076,"108.01","KP",3.0440495,2458328.0850250,2.6523472
161032923,"1080.01","CP",3.9652485,2458654.0605770,1.0112593
253728991,"1081.01","PC",2.9827800,2458654.0261190,3.1095280
261108236,"1082.01","PC",16.3469053,2458626.0856960,3.5865698
322270620,"1083.01","PC",12.9802953,2458627.9159740,2.5034417
380589029,"1084.01","KP",1.3484961,2458653.9733050,2.4074261
381979901,"1085.01","APC",3.2541181,2460041.1750970,4.3410000
468148930,"1086.01","PC",3.7178828,2458655.2914990,5.5277827
426077080,"1087.01","FP",9.3099200,2458630.7719400,3.4640000
343648136,"1088.01","FA",1.1539500,2458626.3895500,2.2360000
129319156,"1089.01","FP",4.7370300,2458643.1026400,3.9020000
29344935,"109.01","KP",2.7667600,2458326.1274790,2.6872178
361034196,"1090.01","FP",2.1929600,2458628.9631600,4.5860000
193413306,"1091.01","PC",1.7258410,2459359.5552100,3.6740000
387079085,"1092.01","FP",1.1923000,2458601.3809600,3.1190000
382331352,"1093.01","FP",11.4760600,2458601.3379100,6.0830000
136274063,"1094.01","APC",0.5971314,2459360.1605360,0.4680000
375223080,"1095.01","PC",1.4821386,2459307.3859490,2.1867078
375225453,"1096.01","FP",0.9209526,2459307.9357700,1.8602735
360630575,"1097.01","CP",9.1885060,2459376.4105180,2.4920000
360630575,"1097.02","CP",13.9028391,2459344.4618270,2.1264429
383390264,"1098.01","CP",10.1826983,2458629.9090820,2.8275109
290348383,"1099.01","CP",6.4410060,2460140.2209270,1.8120000
281459670,"110.01","KP",3.1743504,2458328.0399340,2.7510860
318608749,"1100.01","FP",20.0731588,2459044.4945310,3.8449215
271581073,"1101.01","FP",2.6690300,2459058.7927700,1.5480000
311890977,"1102.01","FP",6.6337100,2458627.8042300,2.1220000
351603103,"1103.01","PC",2.9430800,2459037.6555260,4.0730000
451599528,"1104.01","FP",341.2791676,2458702.2560220,7.0132492
274151135,"1105.01","PC",10.8680523,2460086.9794460,2.3750000
384513078,"1106.01","PC",11.1149000,2458630.7193700,2.2600000
394561119,"1107.01","CP",4.0782392,2459336.0736460,4.8475616
1717732429,"1172.01","FP",7.8513949,2460634.9456890,6.8350000
232967440,"1173.01","CP",7.0643978,2460341.7843050,2.4240000
154089169,"1174.01","CP",8.9534775,2460355.4033070,2.6960000
30329585,"1175.01","FP",7.5022708,2459437.5494790,2.6050000
230088370,"1176.01","PC",14.0077666,2458695.3617620,5.8727493
169177766,"1177.01","FP",1.6928920,2460556.6722430,2.8860000
359496368,"1178.01","FP",2.6652007,2460646.7839670,3.4900000
148914726,"1179.01","APC",1.2615323,2460365.0366620,1.0390000
266980320,"118.01","CP",6.0344667,2460175.7491180,1.8900000
158002130,"1180.01","CP",9.6867516,2460473.4114860,2.5120000
229510866,"1181.01","CP",2.1031647,2460556.2423830,5.0590000
341544930,"1182.01","FP",7.6416041,2460386.2220600,2.6540000
258777137,"1183.01","FP",5.9294088,2460654.5656280,2.9330000
233087860,"1184.01","CP",5.7484439,2460558.3504410,1.7600000
83210867,"1185.01","FP",1.1967018,2460532.1826550,1.8790000
289539327,"1186.01","FP",11.2464616,2460649.2545000,7.3910000
372757221,"1187.01","PC",2.5941968,2460310.0891560,0.8610000
15247229,"1188.01","FP",8.5112000,2458687.1925300,3.4860000
112026224,"1189.01","PC",3.9687994,2459441.2864760,1.0700000
278683844,"119.01","PC",5.5411113,2460987.3486040,2.4142561
278683844,"119.02","PC",10.6917300,2460979.5938030,3.0528284
287196418,"1190.01","APC",3.6950015,2460553.8846660,4.5150000
237185205,"1191.01","FP",15.7335693,2459441.4232360,3.2880000
158276040,"1192.01","APC",45.9403293,2460524.9057600,3.7680000
89643259,"1193.01","FP",2.2219839,2460337.3681380,1.9960000
147950620,"1194.01","CP",2.3106428,2460367.0721600,1.2940000
24364065,"1195.01","FP",4.0513500,2458686.8469600,2.4000000
69068526,"1196.01","PC",5.5376617,2459785.4981610,2.5170000
92677094,"1197.01","PC",4.5960377,2459787.1322090,4.7440000
203189770,"1198.01","KP",3.6127710,2460551.0403980,4.1420000
99869022,"1199.01","CP",3.6714717,2460360.4346690,2.1490000
394137592,"120.01","CP",11.5350760,2458332.0828050,8.5559580
288185138,"1200.01","FP",0.8352406,2460365.9955760,1.0430000
29960110,"1201.01","CP",2.4919771,2458411.6708770,1.4338141
23434737,"1203.01","CP",25.5195307,2458553.0621160,6.6877451
467666275,"1204.01","PC",1.3812115,2458569.9409990,2.7372191
110428269,"1138.01","FP",0.6497100,2458684.2050400,2.0760000
202563254,"1139.01","PC",4.4780798,2460549.4458560,4.5130000
25155310,"114.01","KP",3.2887898,2458327.5199580,3.4367717
320525204,"1140.01","FP",13.7431084,2460637.8616790,2.2850000
159510109,"1141.01","FP",16.9487087,2460289.8744080,4.2887767
284450803,"1142.01","FP",3.3686634,2460335.9375720,3.0120000
160268701,"1143.01","FP",11.2071839,2460352.7340570,4.3660000
28230919,"1144.01","KP",4.8878037,2460554.3470220,2.1840000
350995812,"1145.01","FP",2.9716400,2458685.8164300,1.5340000
21755546,"1146.01","FP",0.6601790,2459420.4152670,1.6349369
288391628,"1147.01","FP",10.9278415,2460331.3155980,2.4680000
349827430,"1148.01","KP",5.5514888,2460361.3665210,4.3350000
117789567,"1149.01","APC",2.3202418,2459770.3307840,2.3817612
281541555,"115.01","KP",4.7423709,2458329.9031550,2.4988145
16740101,"1150.01","KP",1.4810903,2458683.4575960,4.1588291
69679391,"1151.01","KP",3.4741012,2460337.9863750,3.3170000
237184773,"1152.01","FA",6.5011911,2459392.7150520,5.5463587
154840461,"1153.01","APC",6.0360758,2460472.2560510,1.2550000
459970307,"1154.01","PC",21.7455370,2460339.3287090,4.1960000
161450762,"1155.01","FP",1.3200300,2458683.9259400,3.1750000
117256577,"1156.01","FP",1.6865822,2459443.8504530,2.4290000
147576037,"1157.01","FP",13.0727479,2459603.7657730,3.0440000
379931600,"1158.01","FP",2.9258727,2459446.1758770,4.0750000
48188920,"1159.01","FP",0.7377400,2458683.9470700,0.6360000
238176110,"116.01","KP",2.7985802,2458326.6889160,2.3801043
89510024,"1160.01","FP",2.3664127,2459446.1467510,2.5910000
158324245,"1161.01","KP",1.7635881,2460556.4840690,3.0920000
13419950,"1162.01","PC",7.3166682,2460544.8156060,3.2550000
375542276,"1163.01","PC",3.0771612,2459441.8012560,2.6914319
16102323,"1164.01","FP",3.2077145,2459822.3128440,2.7080000
458478250,"1165.01","KP",2.2552845,2460352.8234490,2.0500000
138361973,"1166.01","FP",1.8824539,2460556.1031960,2.4600000
232967666,"1167.01","FP",15.1960000,2458689.1163300,1.7920000
41330864,"1168.01","FP",2.1358631,2460363.6320240,1.5590000
302518439,"1169.01","PC",6.7075429,2460323.7605130,2.1250000
322307342,"117.01","KP",3.5862962,2459063.6557910,3.3710943
294176967,"1170.01","FP",1.8296155,2460556.9950210,2.1660000
101929303,"1171.01","FP",11.1876137,2460541.3814890,3.1830000
294781547,"1218.01","PC",13.7738265,2458336.6324120,2.9992376
294981566,"1219.01","PC",1.9142544,2460121.5610550,3.2560000
231702397,"122.01","CP",5.0780325,2458329.1189880,1.2100353
319259194,"1220.01","APC",70.3607265,2458439.5801380,1.0325441
349095149,"1221.01","CP",91.6827832,2458404.1814660,9.7504857
374997123,"1222.01","PC",10.1944993,2458329.4662540,2.2648785
382437043,"1223.01","FP",14.6431900,2458337.7470120,2.5483426
299798795,"1224.01","CP",4.1782656,2458327.7050530,1.6759040
299798795,"1224.02","CP",17.9453645,2458329.8626030,3.0740072
150428703,"1225.01","PC",13.8963960,2458414.0828560,3.5885605
150428703,"1225.02","PC",8.1213102,2458414.5480520,3.1040945
177115354,"1226.01","PC",3.9287851,2458438.4582730,1.8165271
360156606,"1227.01","CP",27.3613778,2458617.4792560,4.0586418
300038935,"1228.01","CP",29.0497517,2460178.4619910,7.1170000
140760434,"1229.01","APC",31.8132264,2459970.4916440,11.2567164
290131778,"123.01","CP",3.3088922,2460175.0350280,6.1140000
287156968,"1230.01","CP",25.0571312,2458620.3166860,7.5424225
447061717,"1231.01","CP",24.2454967,2458563.8904680,3.3725583
364395234,"1232.01","CP",14.2545623,2458544.0212250,4.7250029
260647166,"1233.01","CP",14.1758947,2459308.4811590,3.7543827
260647166,"1233.02","CP",19.5901578,2459311.4027740,4.0028610
260647166,"1233.03","CP",6.2036219,2459310.6329950,3.0109800
260647166,"1233.04","CP",3.7958900,2458572.1075590,2.4602856
90504905,"1234.01","FP",2.2645386,2458685.6131520,3.8193701
103633434,"1235.01","CP",3.4447015,2460333.6314730,1.9120000
120757718,"1236.01","KP",3.0300715,2459422.6906390,2.5466671
120960812,"1237.01","KP",12.7203800,2459781.6659280,2.4010000
120960812,"1237.02","KP",6.2387550,2458685.4099430,3.6178567
153951307,"1238.01","CP",3.2947689,2458684.2873100,1.7483103
153951307,"1238.02","CP",0.7645807,2458684.1046810,1.0705700
154716798,"1239.01","CP",12.6396982,2459604.0958010,3.3830702
29831208,"124.01","APC",1.8428078,2460042.1995130,1.4490000
287776397,"1205.01","PC",2.3922703,2458383.2412230,9.0053425
308034948,"1206.01","FP",0.8315420,2458569.7134980,1.9855380
364393429,"1207.01","PC",2.6282553,2458325.5396640,2.0930597
273985865,"1208.01","PC",3.4239436,2458327.4767030,1.9601023
273985865,"1208.02","PC",10.9830420,2458331.1203110,3.7478987
273985865,"1208.03","PC",17.7264490,2458341.8017260,3.4404719
30037565,"1209.01","PC",40.7199388,2458337.0883310,4.2436925
207081058,"121.01","APC",14.7741056,2459074.3291100,5.5040000
33878688,"1210.01","FP",79.3739596,2459187.3613170,5.3920000
50312495,"1211.01","PC",18.1663644,2460180.1464460,2.4640000
389924075,"1212.01","PC",105.5850893,2458402.0365180,11.6068811
399144800,"1213.01","FP",27.2149622,2458576.1894360,3.7190483
451606970,"1214.01","PC",19.1807264,2458634.5524820,3.9621084
453260209,"1215.01","PC",1.2124493,2458570.3959290,0.9984653
141527965,"1216.01","PC",4.5541831,2458325.4241660,7.8146963
248092710,"1217.01","PC",41.4856125,2458574.9407330,6.6899368
365938305,"1262.01","PC",20.8774413,2460322.3580080,3.5620000
406672232,"1263.01","PC",1.0214555,2460557.9284540,1.2520000
416195870,"1264.01","PC",2.7441672,2459765.8192640,1.4180000
424865156,"1265.01","KP",2.2047452,2460558.8005680,3.9960000
467179528,"1266.01","CP",10.8948421,2459649.7512990,2.0719394
467179528,"1266.02","CP",18.8016111,2459630.0464340,1.9093524
158561566,"1267.01","KP",6.7900981,2459425.4128160,6.0786576
142394656,"1268.01","CP",8.1577210,2460359.6072310,3.7880000
198241702,"1269.01","CP",4.2529641,2458686.6088100,2.5733867
198241702,"1269.02","PC",9.2378703,2459739.0970320,2.5350000
234523599,"127.01","CP",3.7955178,2458325.6506030,2.0198135
237200747,"1270.01","FP",14.3034613,2459695.4458870,3.1350000
286923464,"1271.01","KP",6.1349783,2459657.4494610,5.6610000
417948359,"1272.01","CP",3.3159772,2459661.4013570,1.4940000
445859771,"1273.01","CP",4.6313014,2459684.9201370,1.4350000
459969957,"1274.01","PC",19.3203478,2459736.3407740,4.2150000
13499636,"1275.01","FA",11.3246821,2458714.5969640,5.9704136
43064903,"1276.01","FA",6.2611690,2459770.6821820,2.0369188
153949511,"1277.02","PC",14.8559691,2460319.1210180,3.7110000
163539739,"1278.01","CP",14.4751062,2459826.5402490,1.6182484
224297258,"1279.01","CP",9.6141636,2459659.6735030,3.4271882
391949880,"128.01","CP",4.9404714,2460175.8671590,1.9540000
230017324,"1280.01","PC",9.6926392,2458691.3025480,3.0182304
232971294,"1281.01","PC",6.3908880,2460351.3140660,3.7660000
236445129,"1282.01","KP",0.9689927,2459445.8928530,2.5496309
266593143,"1283.01","KP",10.3385050,2460539.0550310,4.2420000
267561446,"1284.01","FP",1.2832510,2458711.8156040,2.0122610
274662200,"1285.01","FP",1.2284388,2458712.3664000,1.9190118
277507814,"1286.01","APC",0.6166953,2460559.1485790,0.7120000
352764091,"1287.01","PC",9.6001126,2459828.2569270,4.9882857
365733349,"1288.01","CP",2.6998294,2460445.6499790,2.2080000
408203470,"1289.01","FP",0.5813220,2458711.4106310,1.3261177
158170594,"1240.01","KP",1.7208555,2459421.3299100,1.8346409
159107668,"1241.01","PC",4.7802597,2459421.2361120,1.4588658
198212955,"1242.01","PC",0.3814849,2459664.1265680,0.5650000
219698776,"1243.01","CP",4.6595169,2459598.1431640,0.9011821
219850915,"1244.01","CP",6.4002807,2459913.8109470,2.1559875
229781583,"1245.01","PC",4.8204512,2459764.3293170,1.7560000
230127302,"1246.01","CP",18.6548829,2459733.6438210,5.4431451
230127302,"1246.02","CP",4.3074513,2459737.5872150,2.3379196
230127302,"1246.03","CP",5.9041278,2459740.3042620,2.7678313
230127302,"1246.04","CP",37.9251983,2458700.6973020,3.5345219
232540264,"1247.01","CP",15.9234883,2460311.8449140,4.0210000
232612416,"1248.01","CP",4.3601536,2458687.1215000,2.3408909
232976128,"1249.01","CP",13.0791581,2460342.3491210,2.9700000
52368076,"125.01","CP",4.6517186,2460206.7442490,2.7090000
52368076,"125.02","CP",9.1549418,2460202.0498930,2.4570000
52368076,"125.03","CP",19.9815709,2460181.1465790,2.7240000
233059608,"1250.01","FA",1.4415044,2458683.6429670,0.9274524
233120979,"1251.01","APC",5.9630544,2459759.1786750,2.9510000
233211762,"1252.01","PC",1.1219715,2459662.0428760,0.8226121
233684822,"1253.01","FP",4.6756655,2460658.6335570,1.9140000
236714379,"1254.01","APC",1.0180114,2459716.0112220,1.1353639
237222864,"1255.01","CP",10.2888860,2460646.5446810,1.3910000
274762761,"1256.01","FP",1.0332441,2458683.9474760,3.8017836
278348461,"1257.01","KP",5.4526479,2459820.9773650,3.4010000
288132261,"1258.01","PC",10.2613397,2460333.6487860,4.8550000
288735205,"1259.01","CP",3.4779776,2459764.8740890,2.5103489
70440470,"126.01","KP",3.0354017,2458326.7308610,2.8809533
355867695,"1260.01","CP",3.1274634,2459634.7605160,1.9812695
355867695,"1260.02","CP",7.4931613,2458686.1197180,1.9339295
355867695,"1260.03","CP",49.8251660,2458879.3234590,3.8714976
356311210,"1261.01","PC",18.0574016,2459628.7714130,3.5921770
240450679,"1322.01","APC",3.3764400,2458711.4496900,1.4370000
256886630,"1323.01","FP",2.0390500,2458713.2005900,2.2600000
266688542,"1324.01","FP",2.9424142,2460389.2302140,4.0730000
274942910,"1325.01","FP",1.0793011,2460393.5525550,2.1960000
275111900,"1326.01","FP",8.0428575,2459823.0910160,9.5040000
312083267,"1327.01","APC",3.9392211,2460553.8910460,2.3790000
330332501,"1328.01","FP",4.0157492,2459819.7895190,2.7060000
345996087,"1329.01","FP",2.0197600,2458712.7232200,3.3940000
219338557,"133.01","PC",8.1995368,2458327.2802730,2.1168277
357457104,"1330.01","FP",1.7480540,2459852.1489770,2.1220000
387664866,"1331.01","FP",2.6564600,2458712.5175800,2.4750000
387664868,"1332.01","FP",2.6568800,2458712.5136900,2.6150000
395171208,"1333.01","CP",4.7201912,2459847.9683060,4.4160000
42123111,"1334.01","FP",4.0334900,2458686.4671000,2.6840000
89759617,"1335.01","FP",3.3295394,2459817.6594260,2.7700000
92783821,"1336.01","FP",3.8615978,2459442.0683340,1.6780000
160708862,"1337.01","KP",3.3448312,2460087.9397190,3.3220000
260128333,"1338.01","CP",95.1740000,2459238.2194900,11.6316864
269701147,"1339.01","CP",8.8803281,2460651.2669400,2.7100000
269701147,"1339.02","CP",28.5804740,2460612.3514500,4.5139977
269701147,"1339.03","CP",38.3511223,2460661.1277830,5.9120193
234994474,"134.01","CP",1.4015183,2458326.0340320,1.1583061
233681149,"1340.01","FP",8.5874668,2458683.6896290,5.1458902
233390838,"1341.01","FP",6.4474918,2459820.5729940,2.6430000
256621916,"1342.01","FP",1.4136455,2460352.5780930,1.4480000
358631536,"1343.01","FP",3.4040139,2460552.9409390,4.8370000
1400770435,"1344.01","FP",13.7432169,2460637.8676820,2.7300000
160487753,"1345.01","PC",8.4713400,2458715.4594800,6.9890000
219852882,"1346.01","CP",5.5025577,2459766.2249450,3.1711008
219852882,"1346.02","CP",1.7622537,2459741.8871130,0.8779711
229747848,"1347.01","CP",0.8474218,2459664.0269590,0.8758764
229747848,"1347.02","CP",4.8420438,2459656.5826090,2.4105648
229770036,"1348.01","FP",2.1405600,2458684.5017300,2.0290000
272635712,"1349.01","APC",12.7167200,2458693.5740500,2.5290000
267263253,"135.01","CP",4.1269046,2460174.6370670,4.4050000
233953967,"1350.01","PC",5.5402372,2459851.2883940,7.7130000
201248411,"129.01","CP",0.9809720,2460205.6468620,0.5405036
417676622,"1290.01","KP",5.3987355,2460551.3735460,3.1270000
198186769,"1291.01","PC",7.1619900,2459734.4272410,7.6680000
199688472,"1292.01","FP",1.4412175,2460351.1423330,1.6660000
202504234,"1293.01","PC",1.6849938,2459689.4852550,0.9160000
219015370,"1294.01","CP",3.9152737,2459663.1617760,2.5620000
219852584,"1295.01","CP",3.1968838,2459913.3790430,3.7533697
219854185,"1296.01","CP",3.9443668,2459766.9625990,4.8652146
229536616,"1297.01","FP",3.9303400,2458686.9386600,3.6670000
237104103,"1298.01","CP",4.5371361,2459764.4198770,4.0421550
258777134,"1299.01","FP",5.9294050,2459599.1307620,3.7190000
263003176,"130.01","CP",14.3392144,2458336.5576510,4.6064739
293687315,"1300.01","KP",2.8716983,2460419.9673320,4.6680000
356867115,"1301.01","CP",6.0964074,2459710.2942090,2.3632965
441797803,"1302.01","PC",5.6666168,2459738.4027770,3.6040000
185405474,"1303.01","FP",1.5602900,2458684.1363500,2.7510000
186000935,"1304.01","FP",8.8735214,2460552.7906820,4.0590000
232679662,"1305.01","FP",7.8513774,2460650.6476520,6.6990000
233735068,"1306.01","FP",7.6869063,2459852.0454550,4.6520000
236815160,"1307.01","APC",2.5346120,2459764.1346360,1.9780000
277014266,"1308.01","FP",1.3797091,2459446.2904680,2.3520000
287190564,"1309.01","FP",1.4986100,2458684.7628400,2.8710000
235037761,"131.01","APC",6.2407826,2460173.3385510,1.5130000
294179389,"1310.01","FP",2.6796000,2458685.4705000,2.7710000
378159598,"1311.01","APC",6.1406417,2459392.6440180,2.3525428
405904232,"1312.01","FP",11.0765063,2460549.0827410,4.6920000
11111899,"1313.01","FP",0.6193401,2460557.8009730,1.5140000
136848581,"1314.01","FP",2.6400663,2460365.8222000,3.3680000
137284119,"1315.01","FP",2.5778717,2459820.4091010,3.4720000
15565627,"1316.01","FP",3.8050900,2458684.0607200,3.3470000
165523947,"1317.01","FP",2.9904100,2458711.8577600,3.9520000
167092385,"1318.01","PC",4.9865029,2460557.0565790,2.4410000
167098530,"1319.01","FP",0.8909670,2459823.8537400,1.7840000
89020549,"132.01","CP",2.1096805,2458326.9049180,2.1344043
167403519,"1320.01","PC",3.9729429,2460556.4649580,3.6530000
195199644,"1321.01","FP",1.1988800,2458712.2597100,1.5580000
343019899,"1386.01","CP",25.8386422,2460561.0179240,5.2090000
343442463,"1387.01","FP",0.7838100,2458739.5222000,1.4430000
346338552,"1388.01","KP",4.4652986,2460606.4368820,2.5020000
353038705,"1389.01","PC",3.0626240,2459851.0635330,1.7670000
62483237,"139.01","CP",11.0708575,2458334.8915630,2.1937617
365389353,"1390.01","FP",2.6380089,2460605.1601780,3.5500000
389182138,"1391.01","FP",2.7260173,2460610.1621440,2.7030000
416987878,"1392.01","FP",2.8687600,2458712.7665000,2.4220000
