kepid,kepler_name,kepoi_name,koi_disposition,koi_period,koi_time0bk,koi_duration
10797460,"Kepler-227 b","K00752.01","CONFIRMED",9.48803557,170.53875,2.9575
10797460,"Kepler-227 c","K00752.02","CONFIRMED",54.4183827,162.51384,4.507
10811496,,"K00753.01","CANDIDATE",19.89913995,175.850252,1.7822
10848459,,"K00754.01","FALSE POSITIVE",1.736952453,170.307565,2.40641
10854555,"Kepler-664 b","K00755.01","CONFIRMED",2.525591777,171.59555,1.6545
10872983,"Kepler-228 d","K00756.01","CONFIRMED",11.09432054,171.20116,4.5945
10872983,"Kepler-228 c","K00756.02","CONFIRMED",4.13443512,172.97937,3.1402
10872983,"Kepler-228 b","K00756.03","CONFIRMED",2.56658897,179.55437,2.429
6721123,,"K00114.01","FALSE POSITIVE",7.36178958,132.25053,5.022
10910878,"Kepler-229 c","K00757.01","CONFIRMED",16.06864674,173.621937,3.5347
11446443,"Kepler-1 b","K00001.01","CONFIRMED",2.470613377,122.763305,1.74319
10666592,"Kepler-2 b","K00002.01","CONFIRMED",2.204735417,121.3585417,3.88864
6922244,"Kepler-8 b","K00010.01","CONFIRMED",3.522498429,121.1194228,3.19843
10984090,"Kepler-466 c","K00112.02","CONFIRMED",3.709214104,133.98318,2.6302
10419211,,"K00742.01","FALSE POSITIVE",11.521446064,170.839688,3.6399
10464078,,"K00743.01","FALSE POSITIVE",19.40393776,172.484253,12.2155
10480982,,"K00744.01","FALSE POSITIVE",19.221388942,184.5521637,4.79843
10485250,,"K00745.01","FALSE POSITIVE",16.46983774,180.881761,9.4378
10526549,"Kepler-660 b","K00746.01","CONFIRMED",9.27358173,173.258155,3.2875
10583066,"Kepler-661 b","K00747.01","CONFIRMED",6.02930329,171.602959,1.5821
10583180,,"K00748.01","FALSE POSITIVE",2.696370652,170.73769,3.6129
10601284,"Kepler-226 c","K00749.01","CONFIRMED",5.349553819,171.80694,3.0278
10601284,"Kepler-226 b","K00749.02","CONFIRMED",3.94105221,136.08662,2.5984
10601284,"Kepler-226 d","K00749.03","CONFIRMED",8.10904807,132.8031,3.596
2306756,,"K00113.01","FALSE POSITIVE",386.6030528,166.342079,6.8057
10662202,"Kepler-662 b","K00750.01","CONFIRMED",21.67699193,171.53594,3.4555
10682541,"Kepler-663 b","K00751.01","CONFIRMED",4.99677968,171.74208,2.1717
11460018,"Kepler-671 b","K00769.01","CONFIRMED",4.280963604,171.89659,2.875
11463211,,"K00770.01","FALSE POSITIVE",1.50635409,170.998064,1.5155
11465813,,"K00771.01","FALSE POSITIVE",670.645531,209.04355,53.412
11493732,,"K00772.01","FALSE POSITIVE",61.2563628,173.83826,7.633
11507101,"Kepler-672 b","K00773.01","CONFIRMED",38.3775486,172.82048,5.588
10910878,"Kepler-229 d","K00757.02","CONFIRMED",41.19725502,165.00404,4.6297
10910878,"Kepler-229 b","K00757.03","CONFIRMED",6.252962249,171.30126,2.5819
10987985,"Kepler-665 b","K00758.01","CONFIRMED",16.01308419,176.3608,3.2554
11018648,"Kepler-230 b","K00759.01","CONFIRMED",32.62876672,194.1019,4.7971
11018648,"Kepler-230 c","K00759.02","CONFIRMED",91.7732862,193.8378,6.473
11138155,"Kepler-1976 b","K00760.01","CONFIRMED",4.959319244,172.2585292,2.22739
11152159,,"K00761.01","FALSE POSITIVE",2.701287801,170.69579,3.3827
11153539,"Kepler-666 b","K00762.01","CONFIRMED",4.49876511,171.34905,3.7362
11242721,,"K00763.01","FALSE POSITIVE",19.651209505,179.401981,5.2514
9579641,"Kepler-105 b","K00115.01","CONFIRMED",5.412203927,133.143089,2.9472
11304958,"Kepler-667 b","K00764.01","CONFIRMED",41.43958662,208.93203,10.5989
11391957,"Kepler-668 b","K00765.01","CONFIRMED",8.35389523,171.63257,2.2514
11403044,"Kepler-669 b","K00766.01","CONFIRMED",4.125543472,169.752585,3.1744
11414511,"Kepler-670 b","K00767.01","CONFIRMED",2.816504904,170.9676846,2.50587
11442465,,"K00768.01","FALSE POSITIVE",33.93373447,186.67608,14.561
12110942,"Kepler-680 b","K00786.01","CONFIRMED",3.689920099,170.36571,2.6557
12366084,"Kepler-232 b","K00787.01","CONFIRMED",4.431238488,171.015,3.15
12366084,"Kepler-232 c","K00787.02","CONFIRMED",11.37936986,133.84992,2.6255
12404086,"Kepler-681 b","K00788.01","CONFIRMED",26.39432897,176.05459,3.573
8395660,"Kepler-106 c","K00116.01","CONFIRMED",13.57078281,136.279194,3.3539
9579641,"Kepler-105 c","K00115.02","CONFIRMED",7.12594387,139.00492,3.0014
11656840,,"K00774.01","FALSE POSITIVE",7.442652004,169.9717797,2.3078
11754553,"Kepler-52 c","K00775.01","CONFIRMED",16.38489988,172.72782,3.0249
11754553,"Kepler-52 b","K00775.02","CONFIRMED",7.8774163,176.3759,2.0805
11754553,"Kepler-52 d","K00775.03","CONFIRMED",36.4454001,151.60125,4.007
11812062,"Kepler-673 b","K00776.01","CONFIRMED",3.728732147,171.793255,2.683
11818800,,"K00777.01","CANDIDATE",40.4195037,173.56469,3.362
11853255,"Kepler-674 b","K00778.01","CONFIRMED",2.243380573,170.679233,1.1196
11909839,,"K00779.01","FALSE POSITIVE",10.405998015,177.197466,6.5036
11918099,"Kepler-675 b","K00780.01","CONFIRMED",2.337437946,171.761982,1.9982
11918099,,"K00780.02","CANDIDATE",7.2406612,137.75545,0.558
9579641,,"K00115.03","CANDIDATE",3.43591631,132.6624,3.133
11923270,"Kepler-676 b","K00781.01","CONFIRMED",11.59822233,180.395376,2.5237
11960862,"Kepler-677 b","K00782.01","CONFIRMED",6.575315881,173.634044,4.3084
12020329,"Kepler-678 b","K00783.01","CONFIRMED",7.275040844,169.994217,7.5377
12066335,"Kepler-231 c","K00784.01","CONFIRMED",19.27153892,186.77093,2.7594
12066335,"Kepler-231 b","K00784.02","CONFIRMED",10.06524317,136.28906,1.369
12070811,"Kepler-679 b","K00785.01","CONFIRMED",12.3935651,178.74725,3.8896
8395660,"Kepler-106 e","K00116.02","CONFIRMED",43.84439721,151.93538,6.802
3120431,,"K00798.01","FALSE POSITIVE",3.341913228,171.63943,3.813
3246984,,"K00799.01","FALSE POSITIVE",1.626630225,169.820171,2.1145
3342970,"Kepler-234 b","K00800.01","CONFIRMED",2.711504086,170.03417,3.0099
3342970,"Kepler-234 c","K00800.02","CONFIRMED",7.21203748,172.81782,4.0491
12459725,,"K00789.01","FALSE POSITIVE",14.1798187,171.50237,2.505
12470844,"Kepler-233 b","K00790.01","CONFIRMED",8.47237911,174.16212,2.7245
12470844,"Kepler-233 c","K00790.02","CONFIRMED",60.4189369,181.16367,5.039
12644822,"Kepler-682 b","K00791.01","CONFIRMED",12.611904345,180.892284,5.1497
2440757,,"K00792.01","FALSE POSITIVE",1.433769925,170.403536,1.8868
2445129,,"K00793.01","FALSE POSITIVE",10.31872301,173.31543,3.836
2713049,"Kepler-683 b","K00794.01","CONFIRMED",2.539183147,169.67494,2.4282
3114167,"Kepler-684 b","K00795.01","CONFIRMED",6.770300385,170.57662,2.0844
3114661,,"K00796.01","FALSE POSITIVE",0.444291966,169.865406,2.0792
3115833,,"K00797.01","CANDIDATE",10.181584004,177.141891,3.5089
4139816,"Kepler-235 d","K00812.02","CONFIRMED",20.06036336,147.46554,3.3203
4139816,"Kepler-235 e","K00812.03","CONFIRMED",46.1842039,165.23729,4.758
8395660,"Kepler-106 d","K00116.04","CONFIRMED",23.9800854,147.537,5.351
4139816,"Kepler-235 c","K00812.04","CONFIRMED",7.82502168,136.54995,2.186
4275191,"Kepler-688 b","K00813.01","CONFIRMED",3.895936525,170.527552,2.3111
4476123,"Kepler-689 b","K00814.01","CONFIRMED",22.36646466,175.45862,5.228
3351888,"Kepler-685 b","K00801.01","CONFIRMED",1.625522174,170.8266564,2.38963
3453214,,"K00802.01","CANDIDATE",19.620346923,181.881819,2.0038
3554600,,"K00803.01","FALSE POSITIVE",7.544039,171.7982,6.222
3641726,"Kepler-1727 b","K00804.01","CONFIRMED",9.02930689,177.20422,3.1449
3734868,,"K00805.01","FALSE POSITIVE",10.328035714,174.581054,7.7915
3832474,"Kepler-30 d","K00806.01","CONFIRMED",143.2063047,154.23552,8.9302
8395660,"Kepler-106 b","K00116.03","CONFIRMED",6.164876,135.63916,3.262
3832474,"Kepler-30 c","K00806.02","CONFIRMED",60.32494216,243.892578,6.6188
3832474,"Kepler-30 b","K00806.03","CONFIRMED",29.1598615,150.69922,4.803
3836375,,"K00807.01","FALSE POSITIVE",1.540397253,170.50479,2.1541
3838486,,"K00808.01","FALSE POSITIVE",2.99025443,171.9834,5.414
3935914,"Kepler-686 b","K00809.01","CONFIRMED",1.594745374,170.6483505,1.9604
3940418,"Kepler-1728 b","K00810.01","CONFIRMED",4.783002698,170.508434,2.335
4049131,"Kepler-687 b","K00811.01","CONFIRMED",20.50588921,181.43428,4.0595
4139816,"Kepler-235 b","K00812.01","CONFIRMED",3.340218842,171.979062,1.9104
5287983,,"K00828.01","FALSE POSITIVE",2.507089906,171.002455,2.0067
5358241,"Kepler-53 b","K00829.01","CONFIRMED",18.64932728,174.771,4.4056
10875245,"Kepler-107 c","K00117.02","CONFIRMED",4.90144976,138.60548,4.1654
5358241,"Kepler-53 d","K00829.02","CONFIRMED",9.75192101,138.78608,4.793
5358241,"Kepler-53 c","K00829.03","CONFIRMED",38.5576546,163.85063,5.794
5358624,"Kepler-428 b","K00830.01","CONFIRMED",3.525632539,170.0479951,2.59959
4544670,,"K00815.01","CANDIDATE",34.84398644,172.633252,2.9315
4664847,"Kepler-690 b","K00816.01","CONFIRMED",7.748094239,174.997206,3.5957
4725681,"Kepler-236 c","K00817.01","CONFIRMED",23.96793669,186.22182,3.827
4725681,"Kepler-236 b","K00817.02","CONFIRMED",8.29561738,135.79284,1.3421
4913852,"Kepler-691 b","K00818.01","CONFIRMED",8.11437482,176.33968,2.2736
4932348,,"K00819.01","FALSE POSITIVE",38.036729482,196.934947,4.34617
4936180,,"K00820.01","CANDIDATE",4.64090031,173.64638,35.512
11913073,,"K00011.01","FALSE POSITIVE",3.747838198,171.66504,5.0642
10875245,"Kepler-107 e","K00117.01","CONFIRMED",14.74914825,138.77799,6.0995
5021899,"Kepler-692 b","K00821.01","CONFIRMED",21.81295996,174.01085,4.3791
5077629,,"K00822.01","FALSE POSITIVE",7.91936937,172.181092,3.3148
5115978,,"K00823.01","CANDIDATE",1.028436523,170.228582,1.8606
5164255,"Kepler-693 b","K00824.01","CONFIRMED",15.37562369,173.61402,3.3169
5252423,"Kepler-237 c","K00825.01","CONFIRMED",8.10363271,176.9486,3.161
5252423,"Kepler-237 b","K00825.02","CONFIRMED",4.71510843,134.96178,2.506
5272878,"Kepler-694 b","K00826.01","CONFIRMED",6.365839713,171.13575,2.9721
5283542,,"K00827.01","FALSE POSITIVE",5.97581754,174.77602,3.065
5649215,,"K00839.01","FALSE POSITIVE",2.446737317,170.66951,4.7211
5651104,"Kepler-695 b","K00840.01","CONFIRMED",3.04033046,169.9490106,1.8411
5792202,"Kepler-27 b","K00841.01","CONFIRMED",15.33528675,174.00278,3.897
10875245,"Kepler-107 d","K00117.04","CONFIRMED",7.95825328,137.80219,4.377
5792202,"Kepler-27 c","K00841.02","CONFIRMED",31.33046135,153.43031,5.176
5370302,,"K00831.01","FALSE POSITIVE",3.9043425,173.393734,3.831
5372966,,"K00832.01","FALSE POSITIVE",9.286358079,171.8214689,3.49949
5376067,,"K00833.01","FALSE POSITIVE",3.951405455,173.276125,2.1862
5436502,"Kepler-238 e","K00834.01","CONFIRMED",23.65369415,171.376107,8.2183
5436502,"Kepler-238 d","K00834.02","CONFIRMED",13.23352214,140.32196,6.7372
5436502,"Kepler-238 c","K00834.03","CONFIRMED",6.15560285,134.81656,4.9843
5436502,"Kepler-238 b","K00834.04","CONFIRMED",2.090811305,134.17462,3.388
10875245,"Kepler-107 b","K00117.03","CONFIRMED",3.180027898,133.49863,3.5797
5436502,"Kepler-238 f","K00834.05","CONFIRMED",50.4467417,178.5014,7.159
5456651,"Kepler-239 b","K00835.01","CONFIRMED",11.76307164,180.93613,2.9076
5456651,"Kepler-239 c","K00835.02","CONFIRMED",56.2279271,132.29259,3.57
5481416,,"K00836.01","FALSE POSITIVE",2.384052875,171.58362,3.0918
5531576,"Kepler-240 c","K00837.01","CONFIRMED",7.953547,174.66224,2.6312
5531576,"Kepler-240 b","K00837.02","CONFIRMED",4.14451656,135.92831,2.3421
5534814,,"K00838.01","FALSE POSITIVE",4.859386384,173.011469,2.2757
6291653,"Kepler-702 b","K00850.01","CONFIRMED",10.526294577,176.522462,2.5211
6392727,"Kepler-703 b","K00851.01","CONFIRMED",4.583520948,169.973972,2.7055
6422070,"Kepler-704 b","K00852.01","CONFIRMED",3.76181843,171.90364,3.5176
6428700,"Kepler-242 b","K00853.01","CONFIRMED",8.20396958,169.69138,2.9667
6428700,"Kepler-242 c","K00853.02","CONFIRMED",14.49645186,143.41659,4.016
5792202,"Kepler-27 d","K00841.03","CONFIRMED",6.54626149,133.85964,2.75
5794379,"Kepler-241 b","K00842.01","CONFIRMED",12.71809866,175.35526,3.0957
5794379,"Kepler-241 c","K00842.02","CONFIRMED",36.06588163,198.58423,4.3246
5881688,"Kepler-696 b","K00843.01","CONFIRMED",4.190425659,171.44122,2.8589
6022556,"Kepler-697 b","K00844.01","CONFIRMED",3.709870784,171.987982,3.0694
6032497,"Kepler-698 b","K00845.01","CONFIRMED",16.3297527,177.29506,6.271
6061119,"Kepler-699 b","K00846.01","CONFIRMED",27.807566216,186.713552,4.21587
6191521,"Kepler-700 b","K00847.01","CONFIRMED",80.8723469,203.895,11.195
6267425,,"K00848.01","FALSE POSITIVE",3.166465862,172.002627,2.9381
3531558,"Kepler-467 b","K00118.01","CONFIRMED",24.99324319,138.68167,5.9409
6276477,"Kepler-701 b","K00849.01","CONFIRMED",10.35533116,170.93729,3.1775
6863998,"Kepler-709 b","K00867.01","CONFIRMED",16.08518937,180.28319,3.984
6867155,,"K00868.01","CANDIDATE",235.9986399,208.399822,8.2284
6948054,"Kepler-245 b","K00869.01","CONFIRMED",7.49018305,174.95037,2.7297
6948054,"Kepler-245 d","K00869.02","CONFIRMED",36.2761238,201.2869,4.7865
6948054,"Kepler-245 c","K00869.03","CONFIRMED",17.46087931,137.26594,2.2641
6435936,"Kepler-705 b","K00854.01","CONFIRMED",56.0560754,201.16578,4.685
6522242,"Kepler-706 b","K00855.01","CONFIRMED",41.408316686,195.78745,5.0264
6526710,,"K00856.01","CANDIDATE",39.74893077,172.854644,7.3051
6587280,"Kepler-243 b","K00857.01","CONFIRMED",5.715425977,174.87931,2.5242
9471974,"Kepler-108 b","K00119.01","CONFIRMED",49.18394185,141.911924,11.3364
6587280,"Kepler-243 c","K00857.02","CONFIRMED",20.0261412,146.91109,1.611
6599919,,"K00858.01","CANDIDATE",13.61014819,173.987319,2.594
6675056,,"K00859.01","FALSE POSITIVE",10.44331991,175.4046,2.743
6685526,"Kepler-707 b","K00861.01","CONFIRMED",2.237489571,170.81914,1.8119
6756669,,"K00862.01","FALSE POSITIVE",5.851520671,173.8228336,3.11058
6784235,"Kepler-708 b","K00863.01","CONFIRMED",3.167893418,172.147959,2.1814
6849310,"Kepler-244 b","K00864.01","CONFIRMED",4.311780262,173.576483,2.7251
6849310,"Kepler-244 d","K00864.02","CONFIRMED",20.0504494,188.08821,4.556
6849310,"Kepler-244 c","K00864.03","CONFIRMED",9.76734503,186.57718,1.6585
6862328,,"K00865.01","CANDIDATE",119.0207044,222.236492,8.1405
9471974,"Kepler-108 c","K00119.02","CONFIRMED",190.3200468,312.68498,15.284
6862603,,"K00866.01","FALSE POSITIVE",2.861159894,171.648106,1.8832
7366258,"Kepler-82 b","K00880.01","CONFIRMED",26.44439337,194.12074,3.9783
7366258,"Kepler-82 c","K00880.02","CONFIRMED",51.53997972,174.055011,6.3994
7366258,"Kepler-82 e","K00880.03","CONFIRMED",5.902245782,136.78393,2.9003
7366258,"Kepler-82 d","K00880.04","CONFIRMED",2.382951591,135.080841,1.8876
7373451,"Kepler-712 b","K00881.01","CONFIRMED",21.02250608,207.67593,4.1072
6948054,"Kepler-245 e","K00869.04","CONFIRMED",3.219814777,133.00406,2.0642
6949607,"Kepler-28 b","K00870.01","CONFIRMED",5.912273234,172.184012,2.3254
6949607,"Kepler-28 c","K00870.02","CONFIRMED",8.98581901,175.68418,2.8606
7031517,,"K00871.01","CANDIDATE",12.940668656,179.423014,2.4845
11869052,,"K00120.01","FALSE POSITIVE",20.5452375,137.91394,2.517
7109675,"Kepler-46 b","K00872.01","CONFIRMED",33.60123371,186.680343,4.4056
7109675,"Kepler-46 d","K00872.02","CONFIRMED",6.76652928,138.0637,2.9004
7118364,"Kepler-710 b","K00873.01","CONFIRMED",4.347288783,172.23343,2.1024
7134976,"Kepler-246 b","K00874.01","CONFIRMED",4.601811819,169.98108,2.2607
7134976,"Kepler-246 c","K00874.02","CONFIRMED",11.18719905,137.17814,3.252
7135852,"Kepler-1729 b","K00875.01","CONFIRMED",4.220965778,170.622433,3.0854
7270230,,"K00876.01","FALSE POSITIVE",6.998099523,171.898913,2.0488
7287995,"Kepler-81 b","K00877.01","CONFIRMED",5.95489993,170.955871,2.3892
7287995,"Kepler-81 c","K00877.02","CONFIRMED",12.03987488,181.22536,2.7363
7287995,"Kepler-81 d","K00877.03","CONFIRMED",20.83762895,132.08488,2.3734
3247396,,"K00121.01","FALSE POSITIVE",8.8111022,136.4568,5.0683
7303253,"Kepler-711 b","K00878.01","CONFIRMED",23.58917143,173.81994,5.073
5094751,"Kepler-109 b","K00123.01","CONFIRMED",6.481633073,122.977657,3.784
7678434,"Kepler-716 b","K00892.01","CONFIRMED",10.37168928,172.61729,3.035
7678434,"Kepler-716 c","K00892.02","CONFIRMED",3.96996298,137.75447,1.1757
7685981,"Kepler-717 b","K00893.01","CONFIRMED",4.40841331,172.18582,5.012
7708215,,"K00894.01","FALSE POSITIVE",7.9426176,174.52563,6.703
7373451,"Kepler-712 c","K00881.02","CONFIRMED",226.8904775,207.35971,7.558
7377033,,"K00882.01","FALSE POSITIVE",1.956811408,170.694208,2.1958
7380537,,"K00883.01","CANDIDATE",2.688899233,170.1020904,2.11275
7434875,"Kepler-247 c","K00884.01","CONFIRMED",9.439459486,177.186096,2.8979
8349582,"Kepler-95 b","K00122.01","CONFIRMED",11.523067458,131.969055,3.8757
7434875,"Kepler-247 d","K00884.02","CONFIRMED",20.47748843,178.66786,2.8364
7434875,"Kepler-247 b","K00884.03","CONFIRMED",3.336123113,135.31623,1.9616
7455287,"Kepler-54 b","K00886.01","CONFIRMED",8.01078456,170.20739,2.312
7455287,"Kepler-54 c","K00886.02","CONFIRMED",12.07134205,143.45948,4.3224
7455287,"Kepler-54 d","K00886.03","CONFIRMED",20.99587872,152.31554,2.6333
7458762,"Kepler-713 b","K00887.01","CONFIRMED",7.41113177,175.34754,2.5242
7552344,,"K00888.01","FALSE POSITIVE",1.000747038,169.974229,0.9967
757450,"Kepler-75 b","K00889.01","CONFIRMED",8.884922995,169.991686,2.07004
7585481,"Kepler-714 b","K00890.01","CONFIRMED",8.09888906,176.623731,4.20241
7663691,"Kepler-715 b","K00891.01","CONFIRMED",10.00653012,176.96898,5.344
5812701,"Kepler-448 b","K00012.01","CONFIRMED",17.855221681,146.596466,7.41287
8013419,,"K00901.01","CANDIDATE",12.732624065,176.939054,2.2083
8018547,,"K00902.01","CANDIDATE",83.92494032,236.76334,6.7904
8039892,"Kepler-719 b","K00903.01","CONFIRMED",5.007316661,173.433997,4.2362
8150320,"Kepler-55 d","K00904.01","CONFIRMED",2.211116989,170.150139,1.6485
8150320,"Kepler-55 b","K00904.02","CONFIRMED",27.9541337,178.73791,3.95
11086270,"Kepler-110 b","K00124.01","CONFIRMED",12.69104387,137.12594,3.7727
7767559,,"K00895.01","FALSE POSITIVE",4.409409243,171.89433,3.8636
7825899,"Kepler-248 c","K00896.01","CONFIRMED",16.23947096,175.569907,4.0374
7825899,"Kepler-248 b","K00896.02","CONFIRMED",6.308201629,174.047661,2.9785
7849854,"Kepler-718 b","K00897.01","CONFIRMED",2.052349884,169.890622,2.0778
7870390,"Kepler-83 b","K00898.01","CONFIRMED",9.7704486,175.71372,2.4517
7870390,"Kepler-83 d","K00898.02","CONFIRMED",5.169804269,172.63153,2.153
5094751,"Kepler-109 c","K00123.02","CONFIRMED",21.22261195,137.57403,6.5093
7870390,"Kepler-83 c","K00898.03","CONFIRMED",20.09017037,147.97788,4.154
7907423,"Kepler-249 c","K00899.01","CONFIRMED",7.11373257,174.32351,2.1764
7907423,"Kepler-249 b","K00899.02","CONFIRMED",3.306551643,134.37211,1.8177
7907423,"Kepler-249 d","K00899.03","CONFIRMED",15.36845737,147.38965,2.4714
7938496,"Kepler-1730 b","K00900.01","CONFIRMED",13.81020318,172.33533,3.048
8490993,"Kepler-722 b","K00911.01","CONFIRMED",4.093578461,171.00954,2.5833
8490993,"Kepler-722 c","K00911.02","CONFIRMED",105.145959,178.367,8.593
8505670,"Kepler-252 c","K00912.01","CONFIRMED",10.8484518,171.80584,2.9993
8505670,"Kepler-252 b","K00912.02","CONFIRMED",6.66833241,137.43988,1.915
8544996,"Kepler-723 b","K00913.01","CONFIRMED",4.082274889,169.6375652,3.23015
8552202,,"K00914.01","CANDIDATE",3.886655224,169.73814,3.1646
8150320,"Kepler-55 c","K00904.03","CONFIRMED",42.1406089,139.0604,5.083
8150320,"Kepler-55 e","K00904.04","CONFIRMED",4.617490562,135.04909,2.2618
8150320,"Kepler-55 f","K00904.05","CONFIRMED",10.19849255,137.92067,2.4283
8180063,,"K00905.01","FALSE POSITIVE",5.795063956,172.697467,3.2496
8226994,"Kepler-250 c","K00906.01","CONFIRMED",7.15681552,174.13511,2.5882
8226994,"Kepler-250 d","K00906.02","CONFIRMED",17.64830851,133.54533,2.0873
8226994,"Kepler-250 b","K00906.03","CONFIRMED",4.14810719,133.3881,2.535
8247638,"Kepler-251 c","K00907.01","CONFIRMED",16.51410989,176.11686,4.1575
8247638,"Kepler-251 d","K00907.02","CONFIRMED",30.1329298,190.38336,5.172
8247638,"Kepler-251 b","K00907.03","CONFIRMED",4.79090809,136.31106,2.603
11086270,"Kepler-110 c","K00124.02","CONFIRMED",31.71981013,142.82083,4.819
8247638,"Kepler-251 e","K00907.04","CONFIRMED",99.6415962,198.68664,4.448
8255887,"Kepler-720 b","K00908.01","CONFIRMED",4.708326451,171.446507,3.16114
8256049,,"K00909.01","FALSE POSITIVE",16.37198661,172.75926,3.8449
8414716,"Kepler-721 b","K00910.01","CONFIRMED",5.392026903,171.72707,2.9804
9140402,,"K00928.01","CANDIDATE",2.494170338,170.852848,1.1221
9141746,"Kepler-730 b","K00929.01","CONFIRMED",6.491682808,174.633553,4.301
9159275,,"K00930.01","FALSE POSITIVE",3.044770796,172.01916,10.0134
9166862,"Kepler-731 b","K00931.01","CONFIRMED",3.855603916,170.6787843,3.2179
9166870,,"K00932.01","FALSE POSITIVE",3.855599139,170.67957,3.183
11449844,"Kepler-468 b","K00125.01","CONFIRMED",38.47876629,151.852812,5.04169
8605074,,"K00915.01","FALSE POSITIVE",37.601661282,194.713383,8.30604
8628973,"Kepler-724 b","K00916.01","CONFIRMED",3.314947362,171.313058,1.8007
8655354,,"K00917.01","FALSE POSITIVE",6.71969089,173.35776,3.0231
8672910,"Kepler-725 b","K00918.01","CONFIRMED",39.6431552,206.596798,6.5292
8686150,,"K00919.01","FALSE POSITIVE",51.42598578,173.535933,16.9422
8689031,"Kepler-726 b","K00920.01","CONFIRMED",21.80451611,190.49737,3.4097
8689373,"Kepler-253 c","K00921.01","CONFIRMED",10.28194593,175.33988,3.4366
8689373,"Kepler-253 d","K00921.02","CONFIRMED",18.11993039,182.61535,4.2309
8689373,"Kepler-253 b","K00921.03","CONFIRMED",3.78402867,133.28133,1.9012
8826878,"Kepler-727 b","K00922.01","CONFIRMED",5.15448142,171.6389,3.228
5897826,"Kepler-469 b","K00126.01","FALSE POSITIVE",33.80364366,202.259731,11.4813
8883593,"Kepler-728 b","K00923.01","CONFIRMED",5.743469797,174.898924,3.4412
8951215,,"K00924.01","CANDIDATE",39.4759093,173.31207,2.968
9016295,,"K00925.01","FALSE POSITIVE",19.974485239,171.6300909,4.23479
9077124,"Kepler-729 b","K00926.01","CONFIRMED",3.166353562,170.966145,3.3129
9097120,,"K00927.01","FALSE POSITIVE",23.899634407,188.982797,3.81881
9466668,"Kepler-256 c","K00939.01","CONFIRMED",3.388012244,170.5336,2.6849
9466668,"Kepler-256 d","K00939.02","CONFIRMED",5.83909761,132.09261,3.1915
9466668,"Kepler-256 b","K00939.03","CONFIRMED",1.620467654,132.06388,2.1888
9466668,"Kepler-256 e","K00939.04","CONFIRMED",10.6816951,131.55082,3.605
9479273,"Kepler-734 b","K00940.01","CONFIRMED",6.104849417,169.573477,4.6912
8359498,"Kepler-77 b","K00127.01","CONFIRMED",3.578780566,134.0304187,2.91089
9171801,,"K00933.01","FALSE POSITIVE",3.187067566,171.64976,3.119
9334289,"Kepler-254 b","K00934.01","CONFIRMED",5.826657508,173.011411,2.9183
9334289,"Kepler-254 c","K00934.02","CONFIRMED",12.41216347,142.54039,3.739
9334289,"Kepler-254 d","K00934.03","CONFIRMED",18.74649011,147.13074,3.895
9347899,"Kepler-31 b","K00935.01","CONFIRMED",20.86021229,180.017757,5.1937
9347899,"Kepler-31 c","K00935.02","CONFIRMED",42.63427848,141.16954,6.1998
9347899,"Kepler-31 d","K00935.03","CONFIRMED",87.6476068,134.94222,8.871
9347899,,"K00935.04","CANDIDATE",9.61731426,142.47479,3.8692
9388479,"Kepler-732 b","K00936.01","CONFIRMED",9.467821474,178.415842,2.4327
9388479,"Kepler-732 c","K00936.02","CONFIRMED",0.893040969,134.540342,1.0981
11359879,"Kepler-15 b","K00128.01","CONFIRMED",4.942783419,136.3294353,3.25346
9406990,"Kepler-733 b","K00937.01","CONFIRMED",20.83426731,176.58569,4.0454
9415172,"Kepler-255 c","K00938.01","CONFIRMED",9.94602357,171.70192,3.3862
9415172,"Kepler-255 d","K00938.02","CONFIRMED",1.04562195,133.91912,1.8955
9415172,"Kepler-255 b","K00938.03","CONFIRMED",5.71462396,132.63866,2.336
9904059,,"K00145.01","FALSE POSITIVE",102.9641952,158.07473,15.735
3231341,"Kepler-24 b","K01102.02","CONFIRMED",8.14515981,140.56811,5.073
3231341,"Kepler-24 e","K01102.03","CONFIRMED",18.9985279,144.74157,4.529
3231341,"Kepler-24 d","K01102.04","CONFIRMED",4.24439049,137.06643,3.282
2860866,,"K01103.01","CANDIDATE",90.1240507,356.23415,11.649
7626506,"Kepler-112 c","K00150.02","CONFIRMED",28.5742692,143.8315,4.9427
10460629,,"K01168.01","CANDIDATE",856.672115,228.44988,23.144
10319385,,"K01169.01","CANDIDATE",0.689210173,133.28584,1.6169
10482160,"Kepler-1739 b","K01170.01","CONFIRMED",7.34373964,137.29874,1.1784
10485069,,"K01171.01","FALSE POSITIVE",0.445277068,133.52312,3.539
3233043,,"K00966.01","FALSE POSITIVE",0.379463865,170.2480164,0.86896
6579806,,"K00967.01","FALSE POSITIVE",9.88047978,173.608672,2.78458
3560301,,"K00968.01","FALSE POSITIVE",4.6484156,261.09395,38.1939
4044005,,"K00969.01","FALSE POSITIVE",17.512014768,174.282592,1.8248
11502218,,"K00970.01","CANDIDATE",3.9886021,171.01852,1.7376
11180361,,"K00971.01","CANDIDATE",0.533059312,171.2274419,1.8621
5802246,,"K01044.01","FALSE POSITIVE",0.525154153,133.744359,2.1441
6066403,,"K01045.01","FALSE POSITIVE",1.303861044,134.212059,4.0541
6209637,,"K01046.01","FALSE POSITIVE",0.73452496,133.43108,6.7
