timestamp,stage,labeling_mode,num_lightcurves,num_windows,num_examples,best_model,accuracy,precision,recall,f1_score,dataset_path,model_path
2026-03-28T19:05:23,stage3,real_koi,60,1676,1654,random_forest,0.7947,0.8000,0.7885,0.7942,C:\Users\belvo\OneDrive\Desktop\Research Project\data\prepared\stage3_dataset.npz,C:\Users\belvo\OneDrive\Desktop\Research Project\models\baseline_stage3_model.joblib
2026-03-29T12:29:47,stage3,real_koi,180,5444,5324,logistic_regression,0.9309,0.9309,1.0000,0.9642,C:\Users\belvo\OneDrive\Desktop\Research Project\data\prepared\stage3_dataset.npz,C:\Users\belvo\OneDrive\Desktop\Research Project\models\baseline_stage3_model.joblib
2026-03-29T12:34:29,stage4,real_toi,46,6090,5908,random_forest,0.7387,0.6770,0.3648,0.4741,C:\Users\belvo\OneDrive\Desktop\Research Project\data\prepared\stage4_dataset.npz,C:\Users\belvo\OneDrive\Desktop\Research Project\models\baseline_stage4_model.joblib
2026-03-29T12:45:09,stage3,real_koi,114,3328,3250,random_forest,0.8598,0.8761,0.9742,0.9226,C:\Users\belvo\OneDrive\Desktop\Research Project\data\prepared\stage3_dataset.npz,C:\Users\belvo\OneDrive\Desktop\Research Project\models\baseline_stage3_model.joblib
2026-03-29T12:47:39,stage4,real_toi,58,7270,7155,random_forest,0.8988,0.5849,0.1632,0.2551,C:\Users\belvo\OneDrive\Desktop\Research Project\data\prepared\stage4_dataset.npz,C:\Users\belvo\OneDrive\Desktop\Research Project\models\baseline_stage4_model.joblib
2026-03-29T13:05:00,stage3,real_koi,114,3328,3250,random_forest,0.8672,0.8790,0.9799,0.9267,C:\Users\belvo\OneDrive\Desktop\Research Project\data\prepared\stage3_dataset.npz,C:\Users\belvo\OneDrive\Desktop\Research Project\models\baseline_stage3_model.joblib
2026-03-29T13:07:40,stage4,real_toi,58,7270,7155,logistic_regression,0.6445,0.1368,0.4421,0.2090,C:\Users\belvo\OneDrive\Desktop\Research Project\data\prepared\stage4_dataset.npz,C:\Users\belvo\OneDrive\Desktop\Research Project\models\baseline_stage4_model.joblib
2026-03-29T15:27:59,stage3,real_koi,114,3328,3250,random_forest,0.8672,0.8790,0.9799,0.9267,0.7763,0.9487,0.4242,C:\Users\belvo\OneDrive\Desktop\Research Project\data\prepared\stage3_dataset.npz,C:\Users\belvo\OneDrive\Desktop\Research Project\models\baseline_stage3_model.joblib
