time,flux
3886.0649866608987,0.999996662185253
3886.0673015267425,1.0001647449992979
3886.0696163925854,1.0002580846045441
3886.07193125843,0.9999501115902995
3886.074246124273,1.0001111015480069
3886.076560990116,1.0001258832990294
3886.078875855959,0.9999870063640206
3886.081190721803,1.0002425876075045
3886.083505587646,0.9996815367108363
3886.085820453439,1.0004438101536801
3886.0881353192053,1.0000455373297625
3886.0904501849755,0.9993051980981131
3886.0927650507406,1.0001739239898522
3886.0950799165107,0.9999989271309742
3886.0973947822777,0.9996795101804542
3886.099709648047,1.0000270601409846
3886.102024513813,0.9999914170477935
3886.1043393795826,0.9996476221288535
3886.1066542453495,1.0005029371577696
3886.108969111119,0.9988770637529769
3886.111283976885,1.000196811862403
3886.113598842655,1.0000686636176523
3886.1159137084214,1.0003715703059417
3886.118228574191,1.000608316737639
3886.120543439958,0.9998730438319449
3886.1228583057255,1.0003278210912223
3886.1251731714933,1.0002456870069123
3886.1274880372116,1.000458472697033
3886.1298029029035,1.0006405028084135
3886.1321177685954,0.9996509003397657
3886.1344326342874,1.000758399193584
3886.13674749998,1.0001729703284958
3886.139062365672,1.0001219494459346
3886.141377231364,1.0001494864175973
3886.143692097056,0.9992146598731011
3886.1460069627487,1.0007361073593808
3886.148321828441,1.000365609922465
3886.150636694133,0.9997884063865747
3886.152951559826,0.9997797638305335
3886.1552664255178,0.9995368782038552
3886.157581291208,1.0005470439954978
3886.159896156902,0.9998984350655559
3886.162211022593,0.9999269853024096
3886.164525888286,1.0000210997575079
3886.166840753978,0.9996331980008397
3886.1691556196192,0.9998688119596764
3886.1714704852343,1.0005814950119936
3886.173785350852,0.9997242130565299
3886.1761002164667,0.9999777677696317
3886.178415082083,0.9986751855646188
3886.180729947698,1.0004384458085511
3886.183044813316,1.0005893627181828
3886.1853596789306,1.0000306363710705
3886.187674544547,1.0001137241167368
3886.189989410162,0.9998479506175076
3886.1923042757776,0.9996998946919448
3886.1946191413954,1.0003040987649847
3886.19693400701,1.000335331174403
3886.1992488726273,0.9998900309248536
3886.2015637382415,1.000704517326954
3886.2038786038593,1.0001168235161446
3886.206193469474,1.0005893627181828
3886.208508335091,0.999389656731979
3886.210823200654,1.0001997920541412
3886.213138066195,0.9998046782334663
3886.2154529317327,0.9998121883166471
3886.2177677972736,0.9996515559819481
3886.220082662812,0.9999545222740722
3886.2223975283514,1.0003126817171912
3886.2247123938896,0.9994357901000891
3886.2270272594296,1.0003762194050536
3886.2293421249688,1.0003164963626163
3886.2316569905074,1.0005817334273326
3886.2339718560465,0.9996540593430084
3886.2362867215866,1.0000356430931912
3886.2386015871257,0.9996550726081994
3886.240916452665,1.0003675172451776
3886.2432313182035,0.9999052299027194
3886.2455461837435,0.9998014596263889
3886.2478610492826,0.9998254203679655
3886.2501759148217,0.9994651151867948
3886.2524907803095,0.9998320959974595
3886.2548056457713,0.999554878561955
3886.257120511233,1.000647059230238
3886.2594353766954,1.0002967078894736
3886.261750242158,0.9998294734287296
3886.2640651076194,1.0002709590328538
3886.2663799730803,1.0005088975412464
3886.268694838543,1.0001625992612462
3886.271009704004,0.9993511526547191
3886.273324569468,0.998792366703772
3886.275639434929,0.9996274164288672
3886.2779543003912,0.9995607793415969
3886.280269165852,1.0008908389144378
3886.282584031316,0.9999267468870705
3886.284898896777,1.0006412180544306
3886.28721376224,0.9999177467080206
3886.2895286277003,1.0000497095981962
3886.2918434931644,1.0004758770167852
3886.2941583585734,1.000180599619346
3886.2964732239584,1.0002195805272842
3886.2987880893415,1.0001207573692392
3886.3011029547256,1.0003124433018522
3886.3034178201106,0.9993698086550014
3886.305732685495,1.0003291323755872
3886.30804755088,1.0007262131228094
3886.3103624162636,1.000114439362754
3886.3126772816486,1.0002557004511534
3886.3149921470326,0.9998157645467332
3886.317307012418,0.9999865295333425
3886.319621877802,1.0002012225461756
3886.321936743186,1.0001744008205302
3886.32425160857,0.9995162552770255
3886.326566473956,1.000242468399835
3886.32888133934,1.0001856063414665
3886.331196204724,1.000709881672083
3886.333511070108,1.0003900474947196
3886.335825935439,0.9999092233596488
3886.3381408007476,1.0000666370872702
3886.3404556660525,1.0009602177781074
3886.3427705313597,0.9996107273551322
3886.3450853966647,0.9987815784096791
3886.3474002619732,1.0009927614718905
3886.3497151272777,1.0010387756323311
3886.3520299925863,0.9996365954194214
3886.354344857891,1.0000579349273941
3886.3566597231984,0.9999074352446058
3886.3589745885033,0.999925852829549
3886.361289453812,0.9999634032454526
3886.363604319117,1.0003884977950157
3886.365919184424,0.9999625091879312
3886.368234049729,0.999874295512475
3886.370548915035,0.9995833691949739
3886.3728637803424,1.0000027417763993
3886.3751786456487,0.9996792717651151
3886.377493510902,1.0002789459467127
3886.3798083761294,0.9997571739771565
3886.3821232413584,1.0003124433018522
3886.384438106586,0.9998847261835593
3886.3867529718136,1.0003346159283857
3886.3890678370412,0.9992789128069806
3886.3913827022698,0.9997677834597452
3886.393697567498,0.999538964338072
3886.3960124327255,0.9996627615028845
3886.398327297953,1.0003756233667058
3886.4006421631816,1.0001571157084477
3886.405271893636,1.0000917899055422
3886.407586758866,1.00027966119273
3886.4099016240925,0.9995355073156554
3886.412216489321,0.9996627615028845
3886.4145313545478,0.9999935627858451
3886.416846219777,0.9993130062004677
3886.4191610849502,1.000612369798403
3886.421475950101,1.0003430796729227
3886.4237908152486,0.9994804929761649
3886.4261056804,0.9996977489538931
3886.428420545546,0.9998765604581962
3886.4307354106973,1.0008970377132536
3886.433050275845,1.000859248882011
3886.435365140996,0.9994099220357999
3886.4376800061423,0.9995703755589945
3886.4399948712926,1.0000206229268296
3886.442309736441,1.0002707206175148
3886.44462460159,0.9998226785915661
3886.4469394667385,1.000331754944317
3886.4492543318884,0.9995628058719791
3886.4515691970373,0.9998946800239655
3886.453884062187,0.9996229461412597
3886.4561989273348,1.0001296979444545
3886.46082865758,1.000000238415339
3886.4631435226506,1.0002735816015838
3886.4654583877204,1.0006111777217077
